MSOA code,Total annual income,,,
E02005179," 31,700 ",,,
E02005180," 42,000 ",,,
E02005181," 34,500 ",,,
E02005182," 26,600 ",,,
E02005183," 35,100 ",,,
E02005184," 41,100 ",,,
E02005185," 29,100 ",,,
E02005186," 44,100 ",,,
E02006881," 36,400 ",,,
E02005189," 33,700 ",,,
E02005190," 47,300 ",,,
E02005191," 45,200 ",,,
E02005192," 48,500 ",,,
E02005193," 46,300 ",,,
E02005194," 39,900 ",,,
E02005195," 39,300 ",,,
E02005196," 43,000 ",,,
E02005197," 33,400 ",,,
E02005198," 37,900 ",,,
E02005199," 45,300 ",,,
E02005200," 39,100 ",,,
E02005201," 39,100 ",,,
E02005202," 42,600 ",,,
E02005203," 42,000 ",,,
E02005204," 41,500 ",,,
E02005205," 43,600 ",,,
E02005206," 36,300 ",,,
E02005207," 41,600 ",,,
E02005208," 34,500 ",,,
E02005209," 40,400 ",,,
E02005210," 39,700 ",,,
E02005211," 42,900 ",,,
E02005212," 36,700 ",,,
E02005213," 37,800 ",,,
E02005214," 36,800 ",,,
E02005215," 33,200 ",,,
E02005216," 31,700 ",,,
E02005217," 28,700 ",,,
E02005218," 32,900 ",,,
E02005219," 39,000 ",,,
E02005220," 38,300 ",,,
E02005221," 40,200 ",,,
E02005222," 45,800 ",,,
E02005223," 44,900 ",,,
E02005224," 33,500 ",,,
E02005225," 43,600 ",,,
E02005226," 28,400 ",,,
E02005228," 34,200 ",,,
E02005229," 29,900 ",,,
E02005230," 31,500 ",,,
E02005231," 34,600 ",,,
E02005233," 41,600 ",,,
E02005234," 38,300 ",,,
E02005235," 41,400 ",,,
E02005236," 36,500 ",,,
E02005237," 43,100 ",,,
E02005238," 41,900 ",,,
E02005239," 37,400 ",,,
E02006871," 38,400 ",,,
E02005240," 37,000 ",,,
E02005241," 37,700 ",,,
E02005242," 39,400 ",,,
E02005243," 31,000 ",,,
E02005244," 34,500 ",,,
E02005245," 44,000 ",,,
E02005246," 32,600 ",,,
E02005247," 43,800 ",,,
E02005248," 27,000 ",,,
E02005249," 28,100 ",,,
E02005250," 31,100 ",,,
E02005251," 36,200 ",,,
E02005252," 36,200 ",,,
E02005253," 48,700 ",,,
E02005254," 52,300 ",,,
E02005255," 45,400 ",,,
E02005256," 46,100 ",,,
E02005257," 31,200 ",,,
E02005258," 40,700 ",,,
E02005259," 33,500 ",,,
E02005260," 40,400 ",,,
E02005261," 30,500 ",,,
E02005262," 46,500 ",,,
E02005263," 31,900 ",,,
E02005264," 33,300 ",,,
E02005265," 38,200 ",,,
E02005266," 29,400 ",,,
E02005267," 23,500 ",,,
E02005268," 32,200 ",,,
E02005269," 31,500 ",,,
E02005270," 43,100 ",,,
E02005271," 42,700 ",,,
E02005272," 35,500 ",,,
E02005273," 44,500 ",,,
E02005274," 43,300 ",,,
E02005275," 41,400 ",,,
E02005276," 48,100 ",,,
E02005277," 48,300 ",,,
E02005278," 46,100 ",,,
E02005279," 36,600 ",,,
E02005280," 35,900 ",,,
E02005281," 38,200 ",,,
E02005284," 40,700 ",,,
E02005285," 43,000 ",,,
E02005286," 37,400 ",,,
E02006884," 33,000 ",,,
E02005287," 51,600 ",,,
E02005288," 42,000 ",,,
E02005289," 48,000 ",,,
E02005290," 46,500 ",,,
E02005291," 43,400 ",,,
E02005292," 37,100 ",,,
E02005293," 36,600 ",,,
E02005294," 40,800 ",,,
E02005295," 42,200 ",,,
E02005296," 47,700 ",,,
E02005297," 44,200 ",,,
E02005298," 43,900 ",,,
E02005299," 40,600 ",,,
E02005300," 46,000 ",,,
E02005301," 37,400 ",,,
E02005302," 48,300 ",,,
E02005303," 36,100 ",,,
E02005304," 43,500 ",,,
E02005305," 40,600 ",,,
E02005306," 39,600 ",,,
E02005307," 42,400 ",,,
E02005308," 48,500 ",,,
E02005309," 42,300 ",,,
E02005310," 35,900 ",,,
E02005311," 43,400 ",,,
E02005312," 37,600 ",,,
E02005313," 32,200 ",,,
E02005314," 33,200 ",,,
E02005315," 48,500 ",,,
E02005316," 34,800 ",,,
E02005317," 30,500 ",,,
E02005318," 43,100 ",,,
E02005319," 29,100 ",,,
E02005320," 34,300 ",,,
E02005321," 32,100 ",,,
E02005322," 34,100 ",,,
E02005323," 35,400 ",,,
E02005324," 45,900 ",,,
E02005325," 40,900 ",,,
E02005326," 32,500 ",,,
E02005327," 41,300 ",,,
E02005328," 38,900 ",,,
E02005329," 35,000 ",,,
E02005330," 43,300 ",,,
E02005331," 40,300 ",,,
E02005332," 45,300 ",,,
E02001327," 29,300 ",,,
E02001328," 36,000 ",,,
E02001329," 27,700 ",,,
E02001330," 30,300 ",,,
E02001331," 30,300 ",,,
E02001332," 28,100 ",,,
E02001333," 31,400 ",,,
E02001334," 26,200 ",,,
E02001335," 39,900 ",,,
E02001336," 26,300 ",,,
E02001337," 33,500 ",,,
E02001338," 30,400 ",,,
E02001339," 32,300 ",,,
E02001340," 41,300 ",,,
E02001341," 29,600 ",,,
E02001342," 40,300 ",,,
E02001343," 43,500 ",,,
E02001344," 34,400 ",,,
E02001345," 41,200 ",,,
E02001346," 32,100 ",,,
E02001347," 35,300 ",,,
E02001348," 35,700 ",,,
E02001349," 38,600 ",,,
E02001350," 29,800 ",,,
E02001351," 28,900 ",,,
E02001352," 28,400 ",,,
E02001353," 42,300 ",,,
E02001354," 30,100 ",,,
E02001355," 29,100 ",,,
E02001356," 30,100 ",,,
E02001357," 28,700 ",,,
E02001358," 27,100 ",,,
E02001359," 36,800 ",,,
E02001360," 27,000 ",,,
E02001361," 30,200 ",,,
E02001362," 34,200 ",,,
E02001363," 29,700 ",,,
E02001364," 25,900 ",,,
E02001365," 29,400 ",,,
E02001366," 31,800 ",,,
E02001367," 41,500 ",,,
E02001368," 26,300 ",,,
E02001369," 29,400 ",,,
E02001370," 23,900 ",,,
E02001371," 31,200 ",,,
E02001372," 34,500 ",,,
E02001373," 33,700 ",,,
E02001374," 28,200 ",,,
E02001375," 31,700 ",,,
E02001376," 27,000 ",,,
E02001377," 24,400 ",,,
E02001378," 32,200 ",,,
E02001380," 44,100 ",,,
E02001381," 32,100 ",,,
E02001382," 45,900 ",,,
E02001383," 28,100 ",,,
E02001384," 33,100 ",,,
E02001385," 27,400 ",,,
E02001386," 28,200 ",,,
E02001387," 51,400 ",,,
E02001388," 40,100 ",,,
E02001389," 32,600 ",,,
E02001390," 28,300 ",,,
E02001391," 30,700 ",,,
E02001392," 44,200 ",,,
E02001393," 55,600 ",,,
E02001394," 34,300 ",,,
E02001395," 46,900 ",,,
E02001396," 36,300 ",,,
E02001397," 36,000 ",,,
E02001398," 38,700 ",,,
E02001399," 49,400 ",,,
E02001400," 36,700 ",,,
E02001401," 40,500 ",,,
E02001402," 48,900 ",,,
E02001403," 33,200 ",,,
E02001404," 31,700 ",,,
E02001405," 28,000 ",,,
E02006932," 30,300 ",,,
E02006933," 39,800 ",,,
E02006934," 45,300 ",,,
E02001429," 38,000 ",,,
E02001430," 41,100 ",,,
E02001431," 33,400 ",,,
E02001432," 28,600 ",,,
E02001433," 39,200 ",,,
E02001434," 41,100 ",,,
E02001435," 37,100 ",,,
E02001436," 39,800 ",,,
E02001437," 38,200 ",,,
E02001438," 41,600 ",,,
E02001439," 37,100 ",,,
E02001440," 50,500 ",,,
E02001441," 50,800 ",,,
E02001442," 41,400 ",,,
E02001443," 48,800 ",,,
E02001444," 44,200 ",,,
E02001445," 42,300 ",,,
E02001446," 41,300 ",,,
E02001447," 38,700 ",,,
E02001448," 42,500 ",,,
E02001449," 41,900 ",,,
E02001450," 46,900 ",,,
E02001451," 29,000 ",,,
E02001452," 28,400 ",,,
E02001453," 45,500 ",,,
E02001454," 39,600 ",,,
E02001455," 39,600 ",,,
E02001456," 42,400 ",,,
E02001457," 32,000 ",,,
E02001458," 43,300 ",,,
E02001459," 35,600 ",,,
E02001460," 29,700 ",,,
E02001461," 37,600 ",,,
E02001462," 28,800 ",,,
E02001463," 33,200 ",,,
E02001464," 29,500 ",,,
E02001465," 26,600 ",,,
E02001466," 32,500 ",,,
E02001406," 43,700 ",,,
E02001407," 41,300 ",,,
E02001408," 43,100 ",,,
E02001409," 35,600 ",,,
E02001410," 35,000 ",,,
E02001411," 35,700 ",,,
E02001412," 41,800 ",,,
E02001413," 36,200 ",,,
E02001414," 50,800 ",,,
E02001415," 37,300 ",,,
E02001416," 29,400 ",,,
E02001417," 30,500 ",,,
E02001418," 32,500 ",,,
E02001419," 28,400 ",,,
E02001420," 40,600 ",,,
E02001421," 38,200 ",,,
E02001422," 30,100 ",,,
E02001423," 44,300 ",,,
E02001424," 35,800 ",,,
E02001425," 36,400 ",,,
E02001426," 36,100 ",,,
E02001427," 37,900 ",,,
E02001428," 47,000 ",,,
E02001467," 36,900 ",,,
E02001468," 35,800 ",,,
E02001469," 40,900 ",,,
E02001470," 44,400 ",,,
E02001471," 33,300 ",,,
E02001472," 40,800 ",,,
E02001473," 36,300 ",,,
E02001474," 28,300 ",,,
E02001475," 31,900 ",,,
E02001476," 31,100 ",,,
E02001477," 30,300 ",,,
E02001478," 35,200 ",,,
E02001479," 48,300 ",,,
E02001480," 44,300 ",,,
E02001481," 40,200 ",,,
E02001482," 26,000 ",,,
E02001483," 38,500 ",,,
E02001484," 39,500 ",,,
E02001485," 35,000 ",,,
E02001486," 37,800 ",,,
E02001487," 29,700 ",,,
E02001488," 36,900 ",,,
E02001489," 45,200 ",,,
E02001490," 44,500 ",,,
E02001491," 31,400 ",,,
E02001492," 40,200 ",,,
E02001493," 29,000 ",,,
E02001494," 53,200 ",,,
E02001495," 34,500 ",,,
E02001496," 43,100 ",,,
E02001497," 35,200 ",,,
E02001498," 45,500 ",,,
E02001499," 44,000 ",,,
E02001500," 43,500 ",,,
E02001501," 43,800 ",,,
E02001502," 40,000 ",,,
E02001503," 40,700 ",,,
E02001504," 51,000 ",,,
E02001505," 37,300 ",,,
E02001506," 56,900 ",,,
E02001507," 47,100 ",,,
E02001508," 39,200 ",,,
E02002684," 32,900 ",,,
E02002685," 33,000 ",,,
E02002686," 24,300 ",,,
E02002687," 28,400 ",,,
E02002688," 27,800 ",,,
E02002689," 37,800 ",,,
E02002691," 40,800 ",,,
E02002692," 47,700 ",,,
E02002693," 40,400 ",,,
E02002694," 42,300 ",,,
E02002695," 34,400 ",,,
E02002696," 49,100 ",,,
E02002697," 44,000 ",,,
E02002698," 43,400 ",,,
E02002699," 51,600 ",,,
E02002700," 32,800 ",,,
E02002701," 46,100 ",,,
E02002702," 41,800 ",,,
E02002703," 49,300 ",,,
E02002704," 39,400 ",,,
E02002705," 44,500 ",,,
E02002706," 41,600 ",,,
E02002707," 47,500 ",,,
E02002708," 35,200 ",,,
E02002709," 41,600 ",,,
E02002710," 43,700 ",,,
E02002711," 47,900 ",,,
E02002712," 37,100 ",,,
E02002714," 37,900 ",,,
E02002715," 50,500 ",,,
E02002716," 40,200 ",,,
E02002717," 37,800 ",,,
E02002718," 52,700 ",,,
E02002719," 41,900 ",,,
E02002720," 44,800 ",,,
E02002721," 38,400 ",,,
E02002722," 30,200 ",,,
E02002723," 35,200 ",,,
E02002724," 31,500 ",,,
E02002725," 40,800 ",,,
E02006814," 38,000 ",,,
E02006891," 41,300 ",,,
E02006892," 34,200 ",,,
E02002652," 41,000 ",,,
E02002653," 26,700 ",,,
E02002654," 24,800 ",,,
E02002655," 29,000 ",,,
E02002656," 37,400 ",,,
E02002657," 36,500 ",,,
E02002658," 38,400 ",,,
E02002659," 26,900 ",,,
E02002660," 29,400 ",,,
E02002661," 30,200 ",,,
E02002662," 28,500 ",,,
E02002663," 40,000 ",,,
E02002664," 41,200 ",,,
E02002665," 40,700 ",,,
E02002666," 30,300 ",,,
E02002667," 36,000 ",,,
E02002668," 25,200 ",,,
E02002669," 41,700 ",,,
E02002670," 30,900 ",,,
E02002671," 32,100 ",,,
E02002672," 26,800 ",,,
E02002673," 32,000 ",,,
E02002674," 34,400 ",,,
E02002675," 26,300 ",,,
E02002676," 37,800 ",,,
E02002677," 33,300 ",,,
E02002678," 34,500 ",,,
E02002679," 34,900 ",,,
E02002680," 29,200 ",,,
E02002681," 27,700 ",,,
E02002682," 30,300 ",,,
E02006813," 31,100 ",,,
E02002726," 31,900 ",,,
E02002727," 21,300 ",,,
E02002728," 28,000 ",,,
E02002729," 34,100 ",,,
E02002730," 29,900 ",,,
E02002731," 28,900 ",,,
E02002732," 43,100 ",,,
E02002733," 33,700 ",,,
E02002734," 34,100 ",,,
E02002735," 32,100 ",,,
E02002736," 31,500 ",,,
E02002737," 35,500 ",,,
E02002738," 38,100 ",,,
E02002739," 31,200 ",,,
E02002740," 29,900 ",,,
E02002741," 41,000 ",,,
E02002742," 38,700 ",,,
E02002743," 30,900 ",,,
E02002744," 28,400 ",,,
E02002745," 35,600 ",,,
E02002746," 39,200 ",,,
E02002747," 39,500 ",,,
E02002748," 40,100 ",,,
E02002749," 38,400 ",,,
E02002750," 42,500 ",,,
E02002751," 38,900 ",,,
E02002752," 39,300 ",,,
E02002753," 35,100 ",,,
E02002754," 39,600 ",,,
E02002755," 32,400 ",,,
E02002756," 30,900 ",,,
E02002757," 40,700 ",,,
E02002758," 32,700 ",,,
E02002759," 38,900 ",,,
E02002760," 39,500 ",,,
E02002761," 39,300 ",,,
E02002762," 32,100 ",,,
E02002763," 31,400 ",,,
E02002764," 32,100 ",,,
E02002765," 31,300 ",,,
E02002766," 40,400 ",,,
E02002767," 41,900 ",,,
E02002768," 45,000 ",,,
E02002769," 40,900 ",,,
E02002770," 41,300 ",,,
E02002771," 41,900 ",,,
E02002772," 48,900 ",,,
E02002773," 42,800 ",,,
E02002774," 45,300 ",,,
E02002775," 37,900 ",,,
E02002776," 43,400 ",,,
E02002777," 45,000 ",,,
E02002778," 47,000 ",,,
E02002779," 43,500 ",,,
E02002780," 36,900 ",,,
E02002781," 41,500 ",,,
E02002782," 50,500 ",,,
E02002783," 41,800 ",,,
E02002784," 38,300 ",,,
E02002785," 45,700 ",,,
E02002786," 38,500 ",,,
E02002787," 40,100 ",,,
E02002788," 47,300 ",,,
E02002789," 34,800 ",,,
E02002790," 42,100 ",,,
E02002791," 49,000 ",,,
E02002792," 53,300 ",,,
E02002793," 41,300 ",,,
E02002794," 39,100 ",,,
E02002795," 48,800 ",,,
E02005742," 40,200 ",,,
E02005743," 43,200 ",,,
E02005744," 39,200 ",,,
E02005745," 49,900 ",,,
E02005746," 41,300 ",,,
E02005747," 38,600 ",,,
E02005748," 43,500 ",,,
E02005749," 41,000 ",,,
E02005750," 42,000 ",,,
E02005751," 51,800 ",,,
E02005752," 44,200 ",,,
E02005753," 37,500 ",,,
E02005754," 44,200 ",,,
E02005755," 38,000 ",,,
E02005756," 46,100 ",,,
E02005757," 42,100 ",,,
E02005758," 40,500 ",,,
E02005759," 42,200 ",,,
E02005760," 48,200 ",,,
E02005761," 45,800 ",,,
E02005762," 41,700 ",,,
E02005763," 46,500 ",,,
E02005764," 38,800 ",,,
E02005765," 41,800 ",,,
E02005766," 43,000 ",,,
E02005767," 51,600 ",,,
E02005768," 49,100 ",,,
E02005769," 38,500 ",,,
E02005770," 43,200 ",,,
E02005771," 43,500 ",,,
E02005772," 50,600 ",,,
E02005773," 37,800 ",,,
E02005774," 42,500 ",,,
E02005775," 41,500 ",,,
E02005776," 47,900 ",,,
E02005777," 49,400 ",,,
E02005778," 50,400 ",,,
E02005779," 50,800 ",,,
E02005780," 51,900 ",,,
E02005781," 52,200 ",,,
E02005782," 45,400 ",,,
E02005783," 40,900 ",,,
E02005784," 39,300 ",,,
E02005785," 40,800 ",,,
E02005786," 41,600 ",,,
E02005787," 41,300 ",,,
E02005788," 39,700 ",,,
E02005789," 38,000 ",,,
E02005790," 38,100 ",,,
E02005791," 39,900 ",,,
E02005794," 46,200 ",,,
E02006870," 36,500 ",,,
E02005795," 30,100 ",,,
E02005796," 38,100 ",,,
E02005797," 34,000 ",,,
E02005798," 38,500 ",,,
E02005799," 39,600 ",,,
E02005800," 29,200 ",,,
E02005801," 30,500 ",,,
E02005802," 35,000 ",,,
E02005803," 33,100 ",,,
E02005804," 29,700 ",,,
E02005805," 34,800 ",,,
E02005806," 32,600 ",,,
E02005807," 41,000 ",,,
E02005808," 32,900 ",,,
E02005809," 41,300 ",,,
E02005810," 52,400 ",,,
E02005811," 45,900 ",,,
E02005812," 44,800 ",,,
E02005813," 34,100 ",,,
E02005814," 39,000 ",,,
E02005815," 48,500 ",,,
E02005816," 44,900 ",,,
E02005817," 44,500 ",,,
E02005818," 45,100 ",,,
E02001509," 36,500 ",,,
E02001510," 35,300 ",,,
E02001511," 35,200 ",,,
E02001512," 36,100 ",,,
E02001513," 41,300 ",,,
E02001514," 33,600 ",,,
E02001515," 29,000 ",,,
E02001516," 34,800 ",,,
E02001517," 35,900 ",,,
E02001518," 37,800 ",,,
E02001519," 33,400 ",,,
E02001520," 41,600 ",,,
E02001521," 35,800 ",,,
E02001522," 31,000 ",,,
E02001523," 36,900 ",,,
E02001524," 46,900 ",,,
E02001525," 29,200 ",,,
E02001526," 30,400 ",,,
E02001527," 38,500 ",,,
E02001528," 35,500 ",,,
E02001529," 33,400 ",,,
E02001530," 33,700 ",,,
E02001531," 32,900 ",,,
E02001532," 43,800 ",,,
E02001533," 34,500 ",,,
E02001534," 37,300 ",,,
E02001535," 45,200 ",,,
E02001536," 36,300 ",,,
E02001537," 36,900 ",,,
E02001538," 34,600 ",,,
E02001539," 30,700 ",,,
E02001540," 35,200 ",,,
E02001541," 32,900 ",,,
E02001542," 31,100 ",,,
E02001543," 32,400 ",,,
E02001544," 35,000 ",,,
E02001545," 40,100 ",,,
E02001546," 35,600 ",,,
E02001547," 34,200 ",,,
E02001548," 30,400 ",,,
E02001549," 39,700 ",,,
E02001550," 35,100 ",,,
E02001551," 35,000 ",,,
E02001552," 35,400 ",,,
E02001553," 34,500 ",,,
E02001554," 43,200 ",,,
E02001555," 38,300 ",,,
E02001556," 33,700 ",,,
E02001557," 38,700 ",,,
E02001558," 40,500 ",,,
E02001559," 48,000 ",,,
E02001560," 30,000 ",,,
E02001561," 27,600 ",,,
E02001562," 33,300 ",,,
E02001563," 43,300 ",,,
E02001564," 47,900 ",,,
E02001565," 48,900 ",,,
E02001566," 36,700 ",,,
E02001567," 34,100 ",,,
E02001568," 31,600 ",,,
E02001569," 31,100 ",,,
E02001570," 28,000 ",,,
E02001571," 40,200 ",,,
E02001572," 30,800 ",,,
E02001573," 32,000 ",,,
E02001574," 41,800 ",,,
E02001575," 29,600 ",,,
E02001576," 43,500 ",,,
E02001577," 43,400 ",,,
E02001578," 38,800 ",,,
E02001579," 36,800 ",,,
E02001580," 37,300 ",,,
E02001581," 38,400 ",,,
E02001582," 34,200 ",,,
E02001583," 35,800 ",,,
E02001584," 45,100 ",,,
E02001585," 31,500 ",,,
E02001586," 30,100 ",,,
E02001587," 28,800 ",,,
E02001588," 30,200 ",,,
E02001589," 44,200 ",,,
E02001590," 28,700 ",,,
E02001591," 30,100 ",,,
E02001592," 38,500 ",,,
E02001593," 32,100 ",,,
E02001594," 29,900 ",,,
E02001595," 40,800 ",,,
E02001596," 38,200 ",,,
E02001597," 31,900 ",,,
E02001598," 37,100 ",,,
E02001599," 45,300 ",,,
E02001600," 43,500 ",,,
E02001601," 38,500 ",,,
E02001602," 35,500 ",,,
E02001603," 35,900 ",,,
E02001604," 40,400 ",,,
E02001605," 43,000 ",,,
E02001606," 37,500 ",,,
E02001607," 37,200 ",,,
E02001608," 42,300 ",,,
E02001609," 42,500 ",,,
E02001610," 42,400 ",,,
E02001611," 38,700 ",,,
E02001612," 46,400 ",,,
E02001613," 39,500 ",,,
E02001614," 41,000 ",,,
E02001615," 44,600 ",,,
E02001616," 35,000 ",,,
E02001617," 32,600 ",,,
E02001618," 47,100 ",,,
E02001619," 31,400 ",,,
E02001620," 32,600 ",,,
E02001621," 32,800 ",,,
E02001622," 33,000 ",,,
E02001623," 29,300 ",,,
E02001624," 38,200 ",,,
E02001625," 31,800 ",,,
E02001626," 45,500 ",,,
E02001627," 42,700 ",,,
E02001628," 30,200 ",,,
E02001629," 33,700 ",,,
E02001630," 36,200 ",,,
E02001631," 43,600 ",,,
E02001632," 33,700 ",,,
E02001633," 45,900 ",,,
E02001634," 45,000 ",,,
E02001635," 37,400 ",,,
E02001636," 31,400 ",,,
E02001637," 29,600 ",,,
E02001638," 48,600 ",,,
E02001639," 48,100 ",,,
E02001640," 40,400 ",,,
E02001642," 37,800 ",,,
E02001643," 52,000 ",,,
E02001646," 52,000 ",,,
E02001647," 36,000 ",,,
E02001648," 56,600 ",,,
E02001649," 31,000 ",,,
E02001650," 34,000 ",,,
E02001651," 65,700 ",,,
E02001652," 35,400 ",,,
E02001653," 35,400 ",,,
E02001654," 36,300 ",,,
E02001655," 34,300 ",,,
E02001656," 60,100 ",,,
E02001657," 59,900 ",,,
E02001658," 30,400 ",,,
E02001659," 32,300 ",,,
E02001660," 49,300 ",,,
E02001661," 33,700 ",,,
E02001662," 36,100 ",,,
E02001663," 45,100 ",,,
E02001664," 38,800 ",,,
E02001665," 63,600 ",,,
E02001666," 36,900 ",,,
E02001669," 46,500 ",,,
E02001670," 33,200 ",,,
E02001671," 43,700 ",,,
E02001672," 38,000 ",,,
E02001673," 48,300 ",,,
E02001674," 41,800 ",,,
E02001675," 38,100 ",,,
E02001676," 49,100 ",,,
E02001678," 52,800 ",,,
E02001679," 35,500 ",,,
E02001680," 28,200 ",,,
E02001681," 49,500 ",,,
E02006803," 45,300 ",,,
E02006843," 46,000 ",,,
E02006844," 35,200 ",,,
E02006868," 35,100 ",,,
E02006869," 35,000 ",,,
E02002183," 47,700 ",,,
E02002184," 49,300 ",,,
E02002185," 48,700 ",,,
E02002186," 40,700 ",,,
E02002187," 54,600 ",,,
E02002188," 44,900 ",,,
E02002189," 38,700 ",,,
E02002190," 32,500 ",,,
E02002191," 30,900 ",,,
E02002192," 47,600 ",,,
E02002193," 30,100 ",,,
E02002194," 34,900 ",,,
E02002195," 45,200 ",,,
E02002196," 43,700 ",,,
E02002197," 41,100 ",,,
E02002198," 39,100 ",,,
E02002199," 44,500 ",,,
E02002200," 46,800 ",,,
E02002201," 39,000 ",,,
E02002202," 39,200 ",,,
E02002203," 32,300 ",,,
E02002204," 43,700 ",,,
E02002205," 42,500 ",,,
E02002206," 37,300 ",,,
E02002207," 37,000 ",,,
E02002208," 34,500 ",,,
E02002209," 31,400 ",,,
E02002210," 38,500 ",,,
E02002211," 38,600 ",,,
E02002212," 36,600 ",,,
E02002213," 39,400 ",,,
E02002214," 39,600 ",,,
E02002215," 34,700 ",,,
E02002216," 28,800 ",,,
E02002217," 31,400 ",,,
E02002218," 36,600 ",,,
E02002219," 33,000 ",,,
E02002220," 32,400 ",,,
E02002221," 31,700 ",,,
E02002222," 33,900 ",,,
E02002223," 33,400 ",,,
E02002224," 29,700 ",,,
E02002225," 40,500 ",,,
E02002226," 28,600 ",,,
E02002227," 29,200 ",,,
E02002228," 31,600 ",,,
E02002229," 36,800 ",,,
E02002230," 28,400 ",,,
E02002231," 37,700 ",,,
E02002232," 30,600 ",,,
E02002233," 30,700 ",,,
E02002234," 27,600 ",,,
E02002235," 31,900 ",,,
E02002236," 36,400 ",,,
E02002237," 37,300 ",,,
E02002238," 31,900 ",,,
E02002239," 36,000 ",,,
E02002240," 42,600 ",,,
E02002241," 33,700 ",,,
E02002242," 36,200 ",,,
E02002243," 36,600 ",,,
E02002244," 39,900 ",,,
E02002245," 31,600 ",,,
E02002246," 42,400 ",,,
E02002247," 45,500 ",,,
E02002248," 33,600 ",,,
E02002249," 31,000 ",,,
E02002250," 41,900 ",,,
E02002251," 32,700 ",,,
E02002252," 42,600 ",,,
E02002253," 33,400 ",,,
E02002254," 43,900 ",,,
E02002255," 26,500 ",,,
E02002256," 36,700 ",,,
E02002257," 32,300 ",,,
E02002258," 41,400 ",,,
E02002259," 39,500 ",,,
E02002260," 36,700 ",,,
E02002261," 37,500 ",,,
E02002262," 38,200 ",,,
E02002263," 36,700 ",,,
E02002264," 45,400 ",,,
E02002265," 36,400 ",,,
E02002266," 42,800 ",,,
E02002267," 38,900 ",,,
E02002268," 35,400 ",,,
E02002269," 42,400 ",,,
E02002270," 47,900 ",,,
E02002271," 44,600 ",,,
E02002272," 38,700 ",,,
E02002273," 40,200 ",,,
E02002274," 43,000 ",,,
E02002275," 37,200 ",,,
E02002276," 37,400 ",,,
E02002277," 37,800 ",,,
E02002278," 39,100 ",,,
E02002279," 34,300 ",,,
E02002280," 29,300 ",,,
E02002281," 34,400 ",,,
E02002282," 34,800 ",,,
E02002283," 32,200 ",,,
E02002284," 38,300 ",,,
E02002285," 40,600 ",,,
E02002286," 34,600 ",,,
E02002287," 33,000 ",,,
E02002288," 33,600 ",,,
E02002289," 34,500 ",,,
E02002290," 42,000 ",,,
E02002291," 41,400 ",,,
E02002292," 42,800 ",,,
E02002293," 30,700 ",,,
E02002294," 33,900 ",,,
E02002295," 32,300 ",,,
E02002296," 39,800 ",,,
E02002297," 45,000 ",,,
E02002298," 36,500 ",,,
E02002299," 29,300 ",,,
E02002300," 42,500 ",,,
E02002301," 33,900 ",,,
E02002302," 45,300 ",,,
E02002303," 38,900 ",,,
E02002304," 37,300 ",,,
E02002305," 31,600 ",,,
E02002306," 42,600 ",,,
E02002307," 35,300 ",,,
E02002308," 41,200 ",,,
E02002309," 33,000 ",,,
E02002310," 34,500 ",,,
E02002311," 37,500 ",,,
E02002312," 30,900 ",,,
E02002313," 31,600 ",,,
E02002314," 40,100 ",,,
E02002315," 39,200 ",,,
E02002316," 42,200 ",,,
E02002317," 34,100 ",,,
E02002318," 33,300 ",,,
E02002319," 40,500 ",,,
E02002320," 39,000 ",,,
E02002321," 42,600 ",,,
E02002322," 43,200 ",,,
E02002323," 43,100 ",,,
E02002324," 39,100 ",,,
E02002325," 42,400 ",,,
E02002326," 48,200 ",,,
E02002327," 46,600 ",,,
E02002328," 48,500 ",,,
E02002329," 48,600 ",,,
E02002330," 54,100 ",,,
E02002331," 37,200 ",,,
E02002332," 40,100 ",,,
E02002333," 41,500 ",,,
E02002334," 49,500 ",,,
E02002335," 53,600 ",,,
E02002336," 51,900 ",,,
E02002337," 53,500 ",,,
E02002338," 45,900 ",,,
E02002339," 37,900 ",,,
E02002340," 40,000 ",,,
E02002341," 55,600 ",,,
E02002342," 45,500 ",,,
E02002343," 49,900 ",,,
E02002344," 47,600 ",,,
E02002345," 54,300 ",,,
E02002346," 40,500 ",,,
E02002347," 36,300 ",,,
E02002348," 41,800 ",,,
E02002349," 52,600 ",,,
E02002350," 52,800 ",,,
E02002351," 50,400 ",,,
E02002352," 47,300 ",,,
E02002353," 55,700 ",,,
E02002354," 40,800 ",,,
E02002356," 51,200 ",,,
E02002357," 45,500 ",,,
E02002358," 37,500 ",,,
E02002359," 48,000 ",,,
E02002360," 46,000 ",,,
E02002361," 46,900 ",,,
E02002362," 35,800 ",,,
E02002363," 51,100 ",,,
E02002364," 28,300 ",,,
E02002366," 43,800 ",,,
E02002367," 34,300 ",,,
E02002368," 48,000 ",,,
E02002369," 33,100 ",,,
E02002370," 31,300 ",,,
E02002371," 34,300 ",,,
E02002373," 43,500 ",,,
E02002374," 40,200 ",,,
E02002375," 33,000 ",,,
E02002376," 31,000 ",,,
E02002377," 31,300 ",,,
E02002379," 31,700 ",,,
E02002380," 39,800 ",,,
E02002381," 40,500 ",,,
E02002382," 29,700 ",,,
E02002383," 32,800 ",,,
E02002384," 27,900 ",,,
E02002385," 38,100 ",,,
E02002386," 41,900 ",,,
E02002387," 34,100 ",,,
E02002388," 36,800 ",,,
E02002389," 28,600 ",,,
E02002390," 36,900 ",,,
