MSOA code,Total annual income,,,
E02006504," 49,800 ",,,
E02006505," 44,200 ",,,
E02006506," 41,700 ",,,
E02006507," 43,500 ",,,
E02006508," 49,200 ",,,
E02006509," 38,900 ",,,
E02006510," 47,800 ",,,
E02006511," 47,200 ",,,
E02006512," 43,600 ",,,
E02006513," 54,200 ",,,
E02006514," 44,100 ",,,
E02006515," 44,600 ",,,
E02006516," 49,900 ",,,
E02006517," 48,900 ",,,
E02006518," 44,300 ",,,
E02006519," 50,200 ",,,
E02006520," 54,900 ",,,
E02006521," 49,400 ",,,
E02006522," 54,500 ",,,
E02006523," 46,300 ",,,
E02006524," 38,500 ",,,
E02006525," 48,500 ",,,
E02006526," 43,400 ",,,
E02006527," 49,900 ",,,
E02006528," 44,500 ",,,
E02006529," 46,600 ",,,
E02006530," 52,600 ",,,
E02006531," 37,500 ",,,
E02006532," 54,100 ",,,
E02006533," 45,900 ",,,
E02001827," 46,400 ",,,
E02001828," 45,200 ",,,
E02001829," 54,600 ",,,
E02001830," 50,900 ",,,
E02001831," 40,100 ",,,
E02001832," 50,100 ",,,
E02001833," 46,100 ",,,
E02001834," 34,600 ",,,
E02001835," 47,400 ",,,
E02001836," 48,000 ",,,
E02001837," 31,300 ",,,
E02001838," 49,900 ",,,
E02001839," 36,200 ",,,
E02001840," 31,600 ",,,
E02001841," 53,400 ",,,
E02001842," 41,700 ",,,
E02001843," 40,200 ",,,
E02001844," 39,800 ",,,
E02001845," 41,300 ",,,
E02001846," 33,500 ",,,
E02001847," 42,600 ",,,
E02001848," 33,800 ",,,
E02001849," 35,800 ",,,
E02001850," 39,300 ",,,
E02001851," 38,300 ",,,
E02001852," 34,900 ",,,
E02001854," 36,400 ",,,
E02001855," 30,000 ",,,
E02001856," 36,400 ",,,
E02001857," 33,700 ",,,
E02001858," 35,300 ",,,
E02001859," 33,200 ",,,
E02001860," 31,900 ",,,
E02001861," 30,100 ",,,
E02001862," 32,500 ",,,
E02001863," 30,700 ",,,
E02001864," 31,000 ",,,
E02001865," 32,200 ",,,
E02001866," 30,600 ",,,
E02001867," 30,100 ",,,
E02001868," 39,600 ",,,
E02001869," 27,200 ",,,
E02001870," 32,300 ",,,
E02001871," 30,300 ",,,
E02001872," 31,100 ",,,
E02001873," 32,200 ",,,
E02001874," 30,000 ",,,
E02001875," 35,100 ",,,
E02001876," 23,700 ",,,
E02001877," 30,900 ",,,
E02001878," 32,400 ",,,
E02001879," 30,800 ",,,
E02001880," 31,400 ",,,
E02001881," 31,300 ",,,
E02001882," 32,600 ",,,
E02001883," 30,200 ",,,
E02001884," 34,900 ",,,
E02001886," 41,200 ",,,
E02001888," 32,600 ",,,
E02001889," 33,500 ",,,
E02001890," 41,500 ",,,
E02001892," 32,100 ",,,
E02001893," 36,900 ",,,
E02001895," 32,200 ",,,
E02001896," 32,200 ",,,
E02001897," 26,800 ",,,
E02001898," 43,500 ",,,
E02001899," 49,200 ",,,
E02001900," 36,700 ",,,
E02001901," 53,800 ",,,
E02001902," 38,800 ",,,
E02001903," 32,400 ",,,
E02001904," 33,600 ",,,
E02001905," 46,400 ",,,
E02001906," 42,600 ",,,
E02001907," 38,500 ",,,
E02001908," 33,200 ",,,
E02001909," 33,800 ",,,
E02001910," 33,100 ",,,
E02001911," 33,200 ",,,
E02001913," 37,900 ",,,
E02001914," 44,800 ",,,
E02001915," 38,100 ",,,
E02001916," 34,200 ",,,
E02001918," 38,800 ",,,
E02001919," 43,600 ",,,
E02001920," 35,000 ",,,
E02001921," 39,800 ",,,
E02001922," 30,900 ",,,
E02001923," 36,700 ",,,
E02001924," 37,000 ",,,
E02001925," 41,900 ",,,
E02001926," 42,300 ",,,
E02001927," 35,500 ",,,
E02001928," 34,600 ",,,
E02001929," 34,800 ",,,
E02001930," 49,500 ",,,
E02001931," 44,700 ",,,
E02001932," 33,600 ",,,
E02001933," 39,200 ",,,
E02001934," 43,700 ",,,
E02001935," 43,000 ",,,
E02001936," 44,900 ",,,
E02001937," 34,800 ",,,
E02001938," 44,900 ",,,
E02001939," 39,500 ",,,
E02001941," 36,000 ",,,
E02001942," 45,300 ",,,
E02001943," 41,800 ",,,
E02001944," 44,600 ",,,
E02001945," 35,300 ",,,
E02001946," 46,400 ",,,
E02001947," 27,800 ",,,
E02001948," 39,100 ",,,
E02001949," 38,500 ",,,
E02001950," 42,200 ",,,
E02001951," 32,200 ",,,
E02001952," 31,700 ",,,
E02001953," 40,500 ",,,
E02001954," 31,900 ",,,
E02001955," 36,200 ",,,
E02001956," 41,100 ",,,
E02001957," 40,700 ",,,
E02006807," 44,500 ",,,
E02006809," 41,100 ",,,
E02006895," 36,000 ",,,
E02006896," 39,300 ",,,
E02006897," 33,200 ",,,
E02006898," 45,400 ",,,
E02006899," 51,600 ",,,
E02006900," 32,500 ",,,
E02006901," 35,200 ",,,
E02001958," 37,000 ",,,
E02001959," 44,100 ",,,
E02001961," 31,400 ",,,
E02001962," 34,600 ",,,
E02001963," 39,600 ",,,
E02001964," 30,600 ",,,
E02001965," 45,000 ",,,
E02001966," 32,300 ",,,
E02001967," 42,300 ",,,
E02001968," 37,700 ",,,
E02001969," 34,400 ",,,
E02001970," 35,400 ",,,
E02001971," 41,500 ",,,
E02001972," 29,700 ",,,
E02001973," 33,000 ",,,
E02001974," 44,700 ",,,
E02001975," 42,400 ",,,
E02001976," 38,400 ",,,
E02001977," 32,900 ",,,
E02001978," 40,900 ",,,
E02001979," 44,000 ",,,
E02001980," 47,400 ",,,
E02001981," 29,200 ",,,
E02001982," 45,400 ",,,
E02001983," 43,800 ",,,
E02001984," 43,000 ",,,
E02001985," 31,300 ",,,
E02001986," 33,900 ",,,
E02001987," 40,300 ",,,
E02001988," 30,600 ",,,
E02001989," 46,800 ",,,
E02001990," 46,400 ",,,
E02001991," 49,500 ",,,
E02001992," 34,500 ",,,
E02001993," 38,400 ",,,
E02001994," 41,000 ",,,
E02001995," 37,300 ",,,
E02001996," 29,000 ",,,
E02001997," 47,500 ",,,
E02001998," 48,800 ",,,
E02001999," 40,300 ",,,
E02006805," 34,800 ",,,
E02002000," 31,800 ",,,
E02002001," 36,100 ",,,
E02002002," 42,700 ",,,
E02002003," 36,200 ",,,
E02002004," 35,300 ",,,
E02002005," 32,300 ",,,
E02002006," 33,000 ",,,
E02002007," 36,100 ",,,
E02002008," 47,400 ",,,
E02002009," 31,000 ",,,
E02002010," 29,700 ",,,
E02002011," 42,000 ",,,
E02002012," 29,600 ",,,
E02002013," 43,700 ",,,
E02002014," 33,100 ",,,
E02002015," 39,000 ",,,
E02002016," 30,800 ",,,
E02002017," 32,300 ",,,
E02002018," 42,800 ",,,
E02002019," 34,000 ",,,
E02002020," 39,500 ",,,
E02002021," 30,900 ",,,
E02002022," 36,100 ",,,
E02002023," 39,100 ",,,
E02002024," 36,200 ",,,
E02002025," 38,500 ",,,
E02002026," 41,700 ",,,
E02002027," 47,100 ",,,
E02002028," 38,800 ",,,
E02002029," 41,700 ",,,
E02002030," 36,500 ",,,
E02002031," 36,200 ",,,
E02002032," 37,800 ",,,
E02002033," 41,500 ",,,
E02002034," 39,000 ",,,
E02002035," 47,000 ",,,
E02002036," 31,600 ",,,
E02002037," 41,400 ",,,
E02002038," 38,300 ",,,
E02002039," 43,100 ",,,
E02002040," 47,900 ",,,
E02002041," 46,100 ",,,
E02002042," 46,300 ",,,
E02002043," 35,400 ",,,
E02002044," 36,200 ",,,
E02002045," 33,500 ",,,
E02002046," 28,600 ",,,
E02002047," 29,500 ",,,
E02002048," 41,300 ",,,
E02002049," 34,900 ",,,
E02002051," 31,500 ",,,
E02002052," 31,700 ",,,
E02002053," 37,100 ",,,
E02002054," 39,100 ",,,
E02002055," 32,000 ",,,
E02002056," 30,100 ",,,
E02002057," 31,700 ",,,
E02002058," 34,400 ",,,
E02002059," 32,600 ",,,
E02002060," 28,000 ",,,
E02002061," 28,600 ",,,
E02002062," 27,100 ",,,
E02002063," 35,500 ",,,
E02002064," 35,300 ",,,
E02002065," 32,400 ",,,
E02002066," 31,500 ",,,
E02002067," 35,600 ",,,
E02002068," 31,800 ",,,
E02002069," 31,200 ",,,
E02002070," 29,300 ",,,
E02002071," 34,300 ",,,
E02002072," 35,300 ",,,
E02002073," 31,600 ",,,
E02002074," 33,200 ",,,
E02002075," 33,300 ",,,
E02002076," 42,600 ",,,
E02002077," 34,300 ",,,
E02002078," 41,100 ",,,
E02002079," 34,800 ",,,
E02002080," 35,000 ",,,
E02006810," 36,000 ",,,
E02002081," 41,400 ",,,
E02002082," 33,700 ",,,
E02002083," 43,200 ",,,
E02002084," 33,300 ",,,
E02002085," 35,800 ",,,
E02002086," 29,200 ",,,
E02002087," 31,000 ",,,
E02002088," 33,400 ",,,
E02002089," 43,100 ",,,
E02002090," 47,700 ",,,
E02002091," 41,300 ",,,
E02002092," 40,000 ",,,
E02002093," 42,100 ",,,
E02002094," 54,500 ",,,
E02002095," 47,000 ",,,
E02002096," 50,200 ",,,
E02002097," 49,000 ",,,
E02002098," 47,200 ",,,
E02002099," 58,100 ",,,
E02002101," 39,800 ",,,
E02002102," 48,100 ",,,
E02002103," 44,900 ",,,
E02002104," 61,300 ",,,
E02002105," 56,900 ",,,
E02002106," 53,300 ",,,
E02002107," 57,100 ",,,
E02002108," 57,600 ",,,
E02002109," 59,000 ",,,
E02006808," 47,100 ",,,
E02002110," 38,500 ",,,
E02002111," 31,200 ",,,
E02002112," 37,700 ",,,
E02002113," 37,100 ",,,
E02002114," 37,000 ",,,
E02002115," 31,700 ",,,
E02002116," 41,200 ",,,
E02002117," 35,200 ",,,
E02002118," 30,700 ",,,
E02002119," 36,400 ",,,
E02002120," 40,900 ",,,
E02002121," 29,600 ",,,
E02002122," 32,300 ",,,
E02002123," 33,500 ",,,
E02002124," 35,700 ",,,
E02002125," 35,200 ",,,
E02002126," 27,400 ",,,
E02002127," 31,700 ",,,
E02002128," 33,100 ",,,
E02002129," 37,100 ",,,
E02002130," 31,400 ",,,
E02002131," 47,100 ",,,
E02002132," 31,200 ",,,
E02002133," 37,600 ",,,
E02002134," 34,600 ",,,
E02002135," 31,500 ",,,
E02002136," 35,600 ",,,
E02002137," 48,400 ",,,
E02002138," 42,100 ",,,
E02002139," 32,000 ",,,
E02002140," 29,100 ",,,
E02002141," 47,600 ",,,
E02002142," 30,200 ",,,
E02002143," 31,100 ",,,
E02002144," 47,800 ",,,
E02002145," 31,700 ",,,
E02002146," 36,800 ",,,
E02002147," 30,300 ",,,
E02002148," 40,500 ",,,
E02002149," 35,900 ",,,
E02002150," 37,300 ",,,
E02002151," 33,500 ",,,
E02002152," 31,900 ",,,
E02002153," 31,100 ",,,
E02002154," 36,900 ",,,
E02002155," 31,600 ",,,
E02002156," 35,200 ",,,
E02002157," 44,800 ",,,
E02002158," 31,300 ",,,
E02002159," 32,600 ",,,
E02002160," 38,200 ",,,
E02002161," 33,400 ",,,
E02002162," 42,300 ",,,
E02002163," 31,000 ",,,
E02002164," 27,700 ",,,
E02002165," 35,700 ",,,
E02002166," 29,200 ",,,
E02002167," 42,500 ",,,
E02002168," 29,800 ",,,
E02002169," 43,600 ",,,
E02002170," 34,200 ",,,
E02002171," 31,800 ",,,
E02002174," 41,300 ",,,
E02002175," 30,700 ",,,
E02002176," 36,500 ",,,
E02002177," 30,900 ",,,
E02002178," 41,500 ",,,
E02002179," 44,600 ",,,
E02002180," 34,000 ",,,
E02002181," 31,900 ",,,
E02002182," 34,700 ",,,
E02006894," 30,600 ",,,
E02006696," 50,800 ",,,
E02006697," 47,200 ",,,
E02006698," 42,700 ",,,
E02006699," 42,300 ",,,
E02006700," 45,300 ",,,
E02006701," 57,300 ",,,
E02006702," 42,100 ",,,
E02006703," 49,900 ",,,
E02006704," 45,400 ",,,
E02006705," 42,200 ",,,
E02006706," 35,700 ",,,
E02006707," 59,100 ",,,
E02006708," 39,400 ",,,
E02006709," 46,700 ",,,
E02006710," 42,000 ",,,
E02006711," 44,800 ",,,
E02006712," 48,900 ",,,
E02006713," 39,000 ",,,
E02006714," 45,200 ",,,
E02006715," 47,300 ",,,
E02006716," 35,600 ",,,
E02006717," 45,400 ",,,
E02006718," 38,600 ",,,
E02006719," 45,000 ",,,
E02006720," 41,000 ",,,
E02006721," 46,100 ",,,
E02006722," 35,700 ",,,
E02006723," 38,600 ",,,
E02006724," 34,100 ",,,
E02006725," 38,500 ",,,
E02006726," 40,700 ",,,
E02006727," 43,800 ",,,
E02006728," 42,500 ",,,
E02006729," 42,000 ",,,
E02006730," 37,300 ",,,
E02006731," 37,800 ",,,
E02006732," 46,200 ",,,
E02006733," 45,700 ",,,
E02006734," 47,300 ",,,
E02006735," 30,000 ",,,
E02006736," 51,200 ",,,
E02006737," 44,500 ",,,
E02006738," 37,100 ",,,
E02006739," 40,000 ",,,
E02006740," 39,800 ",,,
E02006741," 54,500 ",,,
E02006742," 36,400 ",,,
E02006743," 40,600 ",,,
E02006744," 39,300 ",,,
E02006745," 44,700 ",,,
E02006746," 49,900 ",,,
E02006747," 54,000 ",,,
E02006748," 49,200 ",,,
E02006749," 38,400 ",,,
E02006750," 39,000 ",,,
E02006751," 39,600 ",,,
E02006752," 53,600 ",,,
E02006753," 46,400 ",,,
E02006754," 51,100 ",,,
E02006755," 49,500 ",,,
E02006756," 49,900 ",,,
E02006757," 45,300 ",,,
E02006758," 44,400 ",,,
E02006759," 39,600 ",,,
E02006760," 44,900 ",,,
E02006761," 33,700 ",,,
E02006762," 44,700 ",,,
E02006763," 47,400 ",,,
E02006764," 40,500 ",,,
E02006765," 42,800 ",,,
E02006766," 49,500 ",,,
E02006767," 41,300 ",,,
E02006768," 38,500 ",,,
E02006769," 41,300 ",,,
E02006770," 34,600 ",,,
E02006771," 39,200 ",,,
E02006772," 37,700 ",,,
E02006773," 36,000 ",,,
E02006774," 39,800 ",,,
E02006775," 31,200 ",,,
E02006776," 47,100 ",,,
E02006777," 42,200 ",,,
E02006778," 39,000 ",,,
E02006779," 38,700 ",,,
E02006780," 35,100 ",,,
E02003616," 56,700 ",,,
E02003617," 51,700 ",,,
E02003618," 47,500 ",,,
E02003619," 51,800 ",,,
E02003620," 47,200 ",,,
E02003621," 49,900 ",,,
E02003622," 39,500 ",,,
E02003623," 57,100 ",,,
E02003624," 42,400 ",,,
E02003625," 36,200 ",,,
E02003626," 49,400 ",,,
E02003627," 42,400 ",,,
E02003628," 39,700 ",,,
E02003629," 39,000 ",,,
E02003630," 39,800 ",,,
E02003631," 45,600 ",,,
E02003632," 43,600 ",,,
E02003633," 43,400 ",,,
E02003634," 51,800 ",,,
E02003635," 49,900 ",,,
E02003599," 49,700 ",,,
E02003600," 48,900 ",,,
E02003601," 50,900 ",,,
E02003602," 49,200 ",,,
E02003603," 45,400 ",,,
E02003604," 48,400 ",,,
E02003605," 50,300 ",,,
E02003606," 51,800 ",,,
E02003607," 48,800 ",,,
E02003608," 48,200 ",,,
E02003609," 51,100 ",,,
E02003610," 51,500 ",,,
E02003611," 51,200 ",,,
E02003612," 53,700 ",,,
E02003613," 49,900 ",,,
E02003614," 53,500 ",,,
E02003615," 54,200 ",,,
E02003636," 52,200 ",,,
E02003637," 50,100 ",,,
E02003638," 50,400 ",,,
E02003639," 43,400 ",,,
E02003640," 50,700 ",,,
E02003641," 54,900 ",,,
E02003643," 52,100 ",,,
E02003642," 41,600 ",,,
E02003644," 44,100 ",,,
E02003645," 47,300 ",,,
E02003646," 45,600 ",,,
E02003647," 42,000 ",,,
E02003648," 39,500 ",,,
E02003649," 52,000 ",,,
E02003650," 47,400 ",,,
E02003651," 47,700 ",,,
E02003258," 52,000 ",,,
E02003259," 43,500 ",,,
E02003260," 36,400 ",,,
E02003261," 46,200 ",,,
E02003262," 40,500 ",,,
E02003263," 41,400 ",,,
E02003264," 54,400 ",,,
E02003265," 46,200 ",,,
E02003266," 37,100 ",,,
E02003267," 41,000 ",,,
E02003268," 42,500 ",,,
E02003269," 45,500 ",,,
E02003270," 42,200 ",,,
E02003271," 52,200 ",,,
E02003272," 38,500 ",,,
E02003273," 43,200 ",,,
E02003274," 35,300 ",,,
E02003275," 36,100 ",,,
E02003276," 37,700 ",,,
E02003277," 36,000 ",,,
E02003278," 40,300 ",,,
E02003237," 45,500 ",,,
E02003238," 43,300 ",,,
E02003239," 46,900 ",,,
E02003240," 52,400 ",,,
E02003241," 40,700 ",,,
E02003242," 40,500 ",,,
E02003243," 35,300 ",,,
E02003244," 33,900 ",,,
E02003245," 34,200 ",,,
E02003246," 33,500 ",,,
E02003247," 39,400 ",,,
E02003248," 39,300 ",,,
E02003249," 36,800 ",,,
E02003250," 37,600 ",,,
E02003251," 51,500 ",,,
E02003252," 43,100 ",,,
E02003253," 40,200 ",,,
E02003254," 50,900 ",,,
E02003255," 43,100 ",,,
E02003257," 36,200 ",,,
E02006877," 48,700 ",,,
E02006878," 51,800 ",,,
E02003279," 41,600 ",,,
E02003280," 39,700 ",,,
E02003281," 39,800 ",,,
E02003282," 42,300 ",,,
E02003283," 42,100 ",,,
E02003284," 38,200 ",,,
E02003285," 43,800 ",,,
E02003286," 51,000 ",,,
E02003287," 43,700 ",,,
E02003288," 34,800 ",,,
E02003289," 51,300 ",,,
E02003290," 42,700 ",,,
E02003291," 38,700 ",,,
E02003292," 35,200 ",,,
E02003293," 37,300 ",,,
E02003294," 46,200 ",,,
E02003295," 43,800 ",,,
E02003296," 48,700 ",,,
E02003297," 39,700 ",,,
E02003298," 40,700 ",,,
E02003299," 52,900 ",,,
E02003300," 49,100 ",,,
E02003301," 42,400 ",,,
E02003302," 36,800 ",,,
E02003303," 39,300 ",,,
E02003304," 41,100 ",,,
E02003305," 44,700 ",,,
E02003307," 35,900 ",,,
E02003308," 46,100 ",,,
E02003309," 44,600 ",,,
E02003310," 47,800 ",,,
E02003311," 42,600 ",,,
E02003312," 41,800 ",,,
E02003313," 38,300 ",,,
E02006859," 63,800 ",,,
E02006926," 59,900 ",,,
E02003719," 43,500 ",,,
E02003720," 46,700 ",,,
E02003721," 48,300 ",,,
E02003722," 57,900 ",,,
E02003723," 44,100 ",,,
E02003724," 46,200 ",,,
E02003725," 46,700 ",,,
E02003726," 54,700 ",,,
E02003727," 55,600 ",,,
E02003728," 48,700 ",,,
E02003729," 48,900 ",,,
E02003730," 60,000 ",,,
E02003731," 55,400 ",,,
E02003732," 42,400 ",,,
E02003733," 49,400 ",,,
E02003734," 49,200 ",,,
E02003735," 48,500 ",,,
E02003736," 49,200 ",,,
E02003737," 44,500 ",,,
E02003738," 48,100 ",,,
E02003739," 52,100 ",,,
E02003740," 48,300 ",,,
E02006825," 48,600 ",,,
E02003742," 39,400 ",,,
E02003743," 35,900 ",,,
E02003744," 36,800 ",,,
E02003745," 40,200 ",,,
E02003746," 40,200 ",,,
E02003747," 40,300 ",,,
E02003748," 35,800 ",,,
E02003749," 42,100 ",,,
E02003750," 38,600 ",,,
E02003751," 43,900 ",,,
E02003752," 43,100 ",,,
E02003753," 47,200 ",,,
E02003754," 54,700 ",,,
E02003755," 44,600 ",,,
E02003756," 46,900 ",,,
E02003757," 49,200 ",,,
E02003758," 50,700 ",,,
E02003759," 55,800 ",,,
E02003760," 41,200 ",,,
E02003761," 51,600 ",,,
E02003762," 48,800 ",,,
E02003763," 52,900 ",,,
E02003764," 51,600 ",,,
E02003765," 43,600 ",,,
E02003766," 47,900 ",,,
E02003767," 55,000 ",,,
E02003768," 55,500 ",,,
E02003769," 49,700 ",,,
E02003770," 57,500 ",,,
E02003771," 43,100 ",,,
E02003772," 49,700 ",,,
E02003773," 46,800 ",,,
E02003774," 42,300 ",,,
E02003775," 56,100 ",,,
E02003776," 52,000 ",,,
E02003777," 55,700 ",,,
E02003778," 49,600 ",,,
E02003779," 59,300 ",,,
E02003780," 53,900 ",,,
E02003781," 58,300 ",,,
E02003783," 56,800 ",,,
E02003784," 58,400 ",,,
E02003785," 54,900 ",,,
E02003786," 55,600 ",,,
E02003787," 51,000 ",,,
E02003788," 59,800 ",,,
E02003789," 45,900 ",,,
E02003790," 51,700 ",,,
E02003791," 56,900 ",,,
E02003792," 53,200 ",,,
E02003793," 52,600 ",,,
E02006873," 67,200 ",,,
E02006874," 58,600 ",,,
E02004424," 63,600 ",,,
E02004425," 51,100 ",,,
E02004426," 53,000 ",,,
E02004427," 50,600 ",,,
E02004428," 41,100 ",,,
E02004429," 42,200 ",,,
E02004430," 51,800 ",,,
E02004431," 47,300 ",,,
E02004432," 50,400 ",,,
E02004433," 43,400 ",,,
E02004434," 39,300 ",,,
E02004435," 39,900 ",,,
E02004436," 33,500 ",,,
E02004437," 39,900 ",,,
E02004438," 35,700 ",,,
E02004439," 37,400 ",,,
E02004440," 40,500 ",,,
E02004441," 36,600 ",,,
E02004442," 35,900 ",,,
E02004443," 47,500 ",,,
E02004444," 55,700 ",,,
E02004445," 39,500 ",,,
E02004446," 47,800 ",,,
E02004447," 46,400 ",,,
E02004448," 44,200 ",,,
E02004449," 38,900 ",,,
E02004450," 46,600 ",,,
E02004451," 43,500 ",,,
E02004452," 45,400 ",,,
E02004453," 38,500 ",,,
E02004454," 42,300 ",,,
E02004455," 53,200 ",,,
E02004456," 41,400 ",,,
E02004457," 46,000 ",,,
E02004458," 53,200 ",,,
E02004459," 46,800 ",,,
E02004460," 44,600 ",,,
E02004461," 37,900 ",,,
E02004462," 42,400 ",,,
E02004463," 49,200 ",,,
E02004464," 51,300 ",,,
E02004465," 50,800 ",,,
E02004466," 47,700 ",,,
E02004467," 45,700 ",,,
E02004468," 65,400 ",,,
E02004469," 51,600 ",,,
E02004470," 49,800 ",,,
E02004471," 45,600 ",,,
E02004472," 54,900 ",,,
E02004473," 43,600 ",,,
E02004474," 44,100 ",,,
E02004475," 44,200 ",,,
E02004476," 50,100 ",,,
E02004477," 45,500 ",,,
E02004478," 38,600 ",,,
E02004479," 44,300 ",,,
E02004480," 41,900 ",,,
E02004481," 34,200 ",,,
E02004482," 35,300 ",,,
E02004483," 36,600 ",,,
E02004484," 35,900 ",,,
E02004485," 49,700 ",,,
E02004486," 54,200 ",,,
E02004487," 47,100 ",,,
E02004488," 50,500 ",,,
E02004489," 55,300 ",,,
E02004490," 37,700 ",,,
E02004491," 57,700 ",,,
E02004492," 53,400 ",,,
E02004493," 50,800 ",,,
E02004494," 47,600 ",,,
E02004495," 47,100 ",,,
E02004496," 60,900 ",,,
E02004497," 51,600 ",,,
E02004498," 46,100 ",,,
E02004499," 54,000 ",,,
E02004500," 53,500 ",,,
E02004501," 49,600 ",,,
E02004502," 48,800 ",,,
E02004503," 49,700 ",,,
E02004504," 53,100 ",,,
E02004505," 45,200 ",,,
E02004506," 53,800 ",,,
E02004507," 46,400 ",,,
E02004508," 49,900 ",,,
E02004509," 53,600 ",,,
E02004512," 44,100 ",,,
E02004513," 31,500 ",,,
E02004514," 48,700 ",,,
E02004515," 50,400 ",,,
E02004516," 42,500 ",,,
E02004517," 42,400 ",,,
E02004518," 55,800 ",,,
E02004519," 47,100 ",,,
E02004520," 43,100 ",,,
E02004521," 41,200 ",,,
E02004522," 43,300 ",,,
E02004523," 41,500 ",,,
E02004524," 54,300 ",,,
E02004525," 41,200 ",,,
E02004526," 43,100 ",,,
E02006922," 42,300 ",,,
E02004527," 47,700 ",,,
E02004528," 48,100 ",,,
E02004529," 50,000 ",,,
E02004530," 44,100 ",,,
E02004531," 48,200 ",,,
E02004532," 51,400 ",,,
E02004533," 37,500 ",,,
E02004534," 43,300 ",,,
E02004535," 39,500 ",,,
E02004536," 45,900 ",,,
E02004537," 39,300 ",,,
E02004538," 55,300 ",,,
E02004539," 47,300 ",,,
E02004540," 55,200 ",,,
E02004541," 53,300 ",,,
E02004542," 57,500 ",,,
E02004543," 45,600 ",,,
E02004544," 45,000 ",,,
E02004545," 37,600 ",,,
E02004546," 38,700 ",,,
E02004547," 42,500 ",,,
E02004548," 50,600 ",,,
E02004549," 38,000 ",,,
E02004550," 38,500 ",,,
E02004551," 38,100 ",,,
E02004552," 41,000 ",,,
E02004553," 41,100 ",,,
E02004554," 42,400 ",,,
E02004555," 46,200 ",,,
E02004556," 52,400 ",,,
E02004557," 45,500 ",,,
E02004558," 38,100 ",,,
E02004559," 45,900 ",,,
E02004560," 44,700 ",,,
E02004561," 46,400 ",,,
E02004562," 42,600 ",,,
E02004563," 40,000 ",,,
E02004564," 46,600 ",,,
E02004565," 47,600 ",,,
E02004566," 38,600 ",,,
E02004567," 52,800 ",,,
E02004568," 48,500 ",,,
E02004569," 40,300 ",,,
E02004570," 42,700 ",,,
E02004571," 48,100 ",,,
E02004572," 43,100 ",,,
E02004573," 34,200 ",,,
E02004574," 35,800 ",,,
E02004575," 44,700 ",,,
E02004576," 44,800 ",,,
E02004577," 43,300 ",,,
E02004578," 35,300 ",,,
E02004579," 38,300 ",,,
E02004580," 38,300 ",,,
E02004581," 44,300 ",,,
E02004582," 32,700 ",,,
E02004583," 38,500 ",,,
E02004584," 33,100 ",,,
E02004585," 37,200 ",,,
E02004586," 33,500 ",,,
E02004587," 32,100 ",,,
E02004588," 27,600 ",,,
E02004589," 34,700 ",,,
E02004590," 28,900 ",,,
E02004591," 58,300 ",,,
E02004592," 46,100 ",,,
E02004593," 54,800 ",,,
E02004594," 50,800 ",,,
E02004595," 53,100 ",,,
E02004596," 52,400 ",,,
E02004597," 46,400 ",,,
E02004598," 51,200 ",,,
E02004599," 51,400 ",,,
E02004843," 52,000 ",,,
E02004844," 42,900 ",,,
E02004845," 41,600 ",,,
E02004846," 56,000 ",,,
E02004847," 45,300 ",,,
E02004848," 47,000 ",,,
E02004849," 54,200 ",,,
E02004850," 41,900 ",,,
E02004851," 42,300 ",,,
E02004852," 43,600 ",,,
E02004853," 37,900 ",,,
E02004854," 42,500 ",,,
E02004855," 38,100 ",,,
E02004856," 54,300 ",,,
E02004857," 50,800 ",,,
E02004858," 49,700 ",,,
E02004859," 56,700 ",,,
E02004860," 54,200 ",,,
E02004861," 52,800 ",,,
E02004862," 43,000 ",,,
E02004863," 39,100 ",,,
E02004864," 64,000 ",,,
E02004865," 46,700 ",,,
E02004866," 43,200 ",,,
E02004867," 55,400 ",,,
E02004868," 43,300 ",,,
E02004869," 58,500 ",,,
E02004870," 45,200 ",,,
E02004871," 47,400 ",,,
E02004872," 52,500 ",,,
E02004873," 57,900 ",,,
E02004874," 46,200 ",,,
E02004875," 46,400 ",,,
E02004876," 51,700 ",,,
E02004877," 49,900 ",,,
E02004878," 51,100 ",,,
E02004879," 53,300 ",,,
E02004880," 56,600 ",,,
E02004881," 50,600 ",,,
E02004882," 54,300 ",,,
E02004883," 48,700 ",,,
E02004884," 47,300 ",,,
E02004885," 56,500 ",,,
E02004886," 48,300 ",,,
E02004887," 56,700 ",,,
E02004888," 49,800 ",,,
E02004889," 48,200 ",,,
E02004890," 50,300 ",,,
E02004891," 56,600 ",,,
E02004892," 47,300 ",,,
E02004893," 57,800 ",,,
E02004894," 53,000 ",,,
E02004895," 48,700 ",,,
E02004896," 52,000 ",,,
E02004897," 47,700 ",,,
E02004898," 42,900 ",,,
E02004899," 53,700 ",,,
E02004900," 59,300 ",,,
E02004901," 37,600 ",,,
E02004902," 42,900 ",,,
E02004903," 51,200 ",,,
E02004904," 43,800 ",,,
E02004905," 57,800 ",,,
E02004906," 46,900 ",,,
E02004907," 48,100 ",,,
E02004908," 49,000 ",,,
E02004909," 48,800 ",,,
E02004910," 56,000 ",,,
E02004911," 40,500 ",,,
E02004912," 47,900 ",,,
E02004913," 58,400 ",,,
E02004914," 47,400 ",,,
E02004915," 42,400 ",,,
E02004916," 52,400 ",,,
E02004917," 46,700 ",,,
E02004918," 53,300 ",,,
E02004919," 49,800 ",,,
E02004920," 48,800 ",,,
