geography code,level_4_qualifications_and_above
E02002338,1914
E02002339,998
E02002340,1130
E02002341,2770
E02002342,1549
E02002343,1592
E02002344,2739
E02002345,2242
E02002346,1322
E02002347,1207
E02002348,1581
E02002349,2418
E02002350,1994
E02002351,1613
E02002352,2735
E02002353,2358
E02002354,2235
E02002356,2801
E02002357,2431
E02002358,1099
E02002359,1804
E02002360,2334
E02002361,2078
E02002362,1377
E02002363,3450
E02002364,403
E02002366,2122
E02002367,1130
E02002368,2423
E02002369,739
E02002370,571
E02002371,2107
E02002373,2072
E02002374,2124
E02002375,719
E02002376,664
E02002377,848
E02002379,368
E02002380,811
E02002381,1351
E02002382,648
E02002383,1554
E02002384,2666
E02002385,2705
E02002386,1511
E02002387,715
E02002388,1220
E02002389,598
E02002390,752
E02002391,1714
E02002392,2089
E02002393,1181
E02002394,681
E02002395,1443
E02002396,1619
E02002397,1142
E02002398,1390
E02002399,651
E02002400,1117
E02002401,474
E02002402,1376
E02002403,1172
E02002404,2088
E02002405,1390
E02002406,1438
E02002407,591
E02002408,1512
E02002409,711
E02002410,1013
E02002411,1627
E02002412,1185
E02002414,643
E02002415,708
E02002416,892
E02002417,1025
E02002418,1161
E02002419,731
E02002420,1103
E02002421,370
E02002422,1242
E02002423,442
E02002424,1391
E02002425,1491
E02002426,1673
E02002427,1077
E02002428,899
E02002429,1582
E02002430,455
E02002431,1502
E02002432,1172
E02002433,1108
E02002434,1553
E02002435,1419
E02002436,959
E02002437,1236
E02006852,5226
E02006861,3327
E02006875,3750
E02006876,2071
E02002438,459
E02002439,709
E02002440,726
E02002441,804
E02002442,945
E02002443,1149
E02002444,1123
E02002445,1105
E02002446,1040
E02002447,511
E02002448,557
E02002449,1110
E02002450,1025
E02002451,1541
E02002452,1087
E02002453,1001
E02002454,1447
E02002455,533
E02002456,1379
E02002457,836
E02002458,1397
E02002459,1299
E02002460,1718
E02002461,1319
E02002462,1292
E02002463,654
E02002464,633
E02002465,1165
E02002466,1587
E02002467,1182
E02002468,1360
E02002469,1070
E02002470,2452
E02002471,2732
E02002472,1245
E02002473,1281
E02002474,898
E02002475,1872
E02002476,401
E02002477,770
E02002478,641
E02002479,959
E02002480,541
E02002481,643
E02002482,574
E02002796,2010
E02002797,2308
E02002798,2842
E02002799,609
E02002800,2634
E02002801,919
E02002802,680
E02002803,2018
E02002804,923
E02002805,1278
E02002806,1541
E02002807,1091
E02002808,2593
E02002809,972
E02002810,2347
E02002811,1345
E02002812,1932
E02002813,1212
E02002814,2158
E02002815,976
E02002816,3013
E02002817,1547
E02002818,894
E02002819,1382
E02002820,1198
E02002821,892
E02002822,1196
E02002823,844
E02002824,1055
E02002825,1929
E02002826,1617
E02002827,1040
E02002828,1266
E02002829,812
E02002830,1593
E02002831,897
E02002832,1138
E02002833,1044
E02002834,1833
E02002835,2854
E02002836,1139
E02002837,623
E02002838,569
E02002839,1074
E02002842,1282
E02002843,1203
E02002844,871
E02002845,1386
E02002846,1853
E02002847,1259
E02002848,1346
E02002849,3172
E02002851,1847
E02002852,391
E02002853,2667
E02002854,895
E02002855,1866
E02002856,4846
E02002857,1263
E02002858,3061
E02002860,1347
E02002861,502
E02002862,591
E02006815,873
E02006817,1974
E02006819,662
E02006850,2204
E02006851,1980
E02002868,868
E02002869,517
E02002871,933
E02002872,720
E02002873,1112
E02002874,1652
E02002875,1198
E02002876,1224
E02002877,2720
E02002878,527
E02002879,2357
E02002880,647
E02002881,477
E02002882,3166
E02002883,1429
E02002884,1523
E02002885,1301
E02002886,1325
E02002887,631
E02002888,708
E02002889,1565
E02002890,1941
E02002891,1082
E02002892,750
E02002893,2440
E02002894,2220
E02002895,2996
E02002896,1837
E02002897,2472
E02002898,2769
E02002899,1997
E02002901,1191
E02002902,736
E02002903,699
E02002904,469
E02006834,635
E02006904,2551
E02006905,1490
E02002863,1958
E02002864,1328
E02002865,2184
E02002866,2169
E02002867,2457
E02004029,801
E02004030,1620
E02004031,582
E02004032,1433
E02004033,1251
E02004034,1404
E02004035,1810
E02004036,1202
E02004037,1794
E02004038,2038
E02004039,1928
E02004040,1276
E02004041,1093
E02004043,1452
E02004044,2883
E02006827,779
E02004045,1660
E02004046,946
E02004047,648
E02004048,779
E02004049,1184
E02004050,540
E02004051,800
E02004052,1247
E02004053,835
E02004054,1214
E02004055,1066
E02004056,677
E02004057,949
E02004058,848
E02004059,1277
E02004060,868
E02004061,1172
E02004062,1585
E02004063,1982
E02004064,1740
E02004065,2739
E02004066,2403
E02004067,688
E02004068,2494
E02004069,2412
E02004070,1728
E02004071,1214
E02004072,2535
E02004073,2378
E02004074,1496
E02004075,2140
E02004076,1275
E02004077,2144
E02004078,512
E02004080,1066
E02004081,1487
E02004082,1530
E02004083,991
E02004084,501
E02004085,1657
E02004086,1759
E02004087,1218
E02004088,1815
E02004089,947
E02004090,1332
E02004091,1571
E02004092,1519
E02006828,1110
E02004093,1459
E02004094,1061
E02004095,2365
E02004096,3036
E02004097,2316
E02004098,1604
E02004100,2313
E02004102,2156
E02004103,828
E02004104,1767
E02006872,2979
E02004105,1293
E02004106,1517
E02004108,1372
E02004109,1908
E02004110,1860
E02004111,985
E02004112,2023
E02004113,874
E02004114,1865
E02004115,1489
E02004116,866
E02004117,1182
E02006804,1106
E02004118,1795
E02004119,3257
E02004120,1554
E02004121,1971
E02004122,2081
E02004123,1852
E02004124,956
E02004125,1024
E02004126,932
E02004128,1926
E02006919,1255
E02006920,1098
E02005334,1161
E02005335,1869
E02005336,1475
E02005337,1557
E02005338,1824
E02005339,1994
E02005340,1463
E02005341,1226
E02005342,1281
E02005343,1368
E02005344,1724
E02006820,2046
E02005345,1417
E02005346,2319
E02005347,1977
E02005348,1426
E02005349,1226
E02005350,1242
E02005351,1954
E02005352,2012
E02005353,2049
E02005354,3204
E02005355,1685
E02005356,2081
E02005357,1223
E02005358,2361
E02005359,1162
E02005360,2150
E02005361,1298
E02005362,918
E02005363,1623
E02005364,1020
E02005365,1372
E02005366,1197
E02005368,1965
E02005369,2889
E02005370,1938
E02005371,2511
E02005372,2738
E02005373,2572
E02005374,1225
E02005375,2185
E02005376,2062
E02006816,1897
E02005377,1792
E02005378,1234
E02005379,1208
E02005380,2208
E02005381,1833
E02005382,1427
E02005383,1240
E02005384,1573
E02005385,1324
E02005386,1352
E02005387,1483
E02005388,887
E02005389,1070
E02005390,2172
E02005391,2736
E02005392,1782
E02005393,1593
E02005394,1302
E02005395,1505
E02005396,1867
E02005397,1985
E02005398,1664
E02005399,1747
E02005400,943
E02005401,1563
E02005402,1663
E02005403,1107
E02005404,1388
E02005405,986
E02005406,912
E02005407,1543
E02005408,1429
E02005409,1472
E02005412,2077
E02005414,1062
E02005415,906
E02005416,1618
E02006818,1582
E02006911,4231
E02005417,942
E02005418,723
E02005419,1074
E02005420,762
E02005422,878
E02005423,1269
E02006864,1382
E02006865,1030
E02005424,2070
E02005425,1161
E02005426,1486
E02005427,1488
E02005428,779
E02005429,686
E02005430,1471
E02005431,1181
E02005432,1773
E02005433,602
E02005434,1175
E02005435,619
E02005436,1131
E02005437,535
E02005438,598
E02005439,2032
E02005440,631
E02005441,1431
E02005442,531
E02005443,1302
E02005444,3693
E02005445,1866
E02005446,1765
E02005447,1120
E02005448,876
E02005449,1276
E02005450,1744
E02005451,695
E02005452,1776
E02005453,2660
E02005455,2945
E02005456,1920
E02005457,1741
E02005458,1752
E02005459,1275
E02005460,1463
E02005461,1510
E02005462,1344
E02005463,1875
E02005464,1632
E02006866,1186
E02006867,1256
E02005465,1221
E02005466,782
E02005467,752
E02005468,1069
E02005469,1046
E02005470,1567
E02005471,1121
E02005472,995
E02005473,1194
E02005474,873
E02005475,966
E02005476,1855
E02005477,2200
E02005478,1624
E02005479,1692
E02005480,556
E02005481,1705
E02005482,2176
E02005483,1678
E02005484,1523
E02005485,1148
E02005486,1545
E02005487,2575
E02005488,1314
E02005489,1550
E02005490,1755
E02005491,3078
E02005492,2172
E02005493,2015
E02005494,1989
E02005495,1116
E02005496,1489
E02005497,607
E02005498,1594
E02005499,2014
E02005500,1726
E02005501,2179
E02005502,1741
E02005612,1137
E02005613,700
E02005614,958
E02005615,775
E02005616,434
E02005617,733
E02006862,933
E02006863,1584
E02005619,1763
E02005620,2100
E02005621,2025
E02005622,2809
E02005623,2130
E02005624,1796
E02005625,1332
E02005626,732
E02005627,1593
E02005628,1878
E02005629,1669
E02005630,3012
E02005631,2248
E02005632,1429
E02005633,1334
E02005634,1215
E02005635,1609
E02005636,1553
E02005637,1069
E02005638,1728
E02005639,1542
E02005640,1941
E02005641,1296
E02005642,1612
E02005643,736
E02005644,1195
E02005645,2410
E02005646,1117
E02005647,1129
E02005648,1667
E02005649,2761
E02005650,1089
E02005651,1089
E02005652,849
E02005653,993
E02005654,1155
E02005655,1139
E02005656,664
E02005657,1183
E02005658,795
E02005659,903
E02005660,787
E02005661,955
E02005662,1436
E02005663,1125
E02005664,1396
E02005665,1456
E02005666,690
E02005667,881
E02005668,1032
E02005669,1707
E02005670,1328
E02005671,2045
E02005672,1740
E02005673,1346
E02005674,1876
E02005675,751
E02005676,878
E02005677,1889
E02005678,2616
E02005679,2023
E02005680,2205
E02005681,1807
E02005682,1731
E02005683,3256
E02005684,2478
E02005685,1907
E02005686,1843
E02005687,1748
E02005688,1978
E02005689,1732
E02005690,1134
E02005691,1694
E02005692,1245
E02005693,1181
E02005694,1548
E02005695,1105
E02005696,424
E02005697,928
E02005698,727
E02005699,1028
E02005700,1996
E02005701,2125
E02005819,698
E02005820,715
E02005821,612
E02005822,954
E02005823,467
E02005824,1398
E02005825,1025
E02005826,471
E02005827,1298
E02005828,929
E02005829,896
E02005830,852
E02005831,1428
E02005832,1172
E02005833,1048
E02005834,632
E02005835,1276
E02005836,2018
E02005837,1833
E02005838,1199
E02005839,896
E02005840,1537
E02005842,1593
E02005843,1122
E02005844,1217
E02005846,486
E02005847,1158
E02005848,1024
E02005849,1861
E02006903,1541
E02005850,975
E02005851,603
E02005852,1273
E02005853,1852
E02005856,2705
E02005857,870
E02005858,2498
E02005859,1587
E02005860,3098
E02005861,1486
E02005862,1603
E02005863,2140
E02005864,2297
E02006906,2691
E02005865,2465
E02005866,1860
E02005868,1105
E02005869,722
E02005870,956
E02005871,1582
E02005872,1686
E02005873,3156
E02005874,2292
E02005875,1047
E02005876,1626
E02005877,1226
E02005878,1514
E02005879,1277
E02006835,1087
E02005880,571
E02005881,559
E02005882,1196
E02005883,791
E02005884,898
E02005885,887
E02005886,1436
E02005887,916
E02005888,750
E02005889,1130
E02005890,1094
E02005891,605
E02005892,3145
E02005893,898
E02005894,1500
E02005895,2114
E02005896,1941
E02005897,2162
E02005898,1374
E02005899,1625
E02005900,2491
E02005901,1758
E02005902,1024
E02005903,1491
E02005904,2337
E02005905,1983
E02005906,2039
E02005907,2383
E02005908,2807
E02005909,3450
E02005910,3600
E02005911,3256
E02005912,2951
E02005913,2502
E02005914,1190
E02005915,1789
E02005916,2018
E02005917,2062
E02005918,1255
E02005919,1653
E02005920,2352
E02002905,1764
E02002906,761
E02002907,1018
E02002908,2295
E02002909,2439
E02002910,1873
E02002911,2399
E02002912,1803
E02002913,2049
E02002914,1571
E02002915,1671
E02002916,1896
E02002917,1335
E02002918,1530
E02002919,1240
E02002920,1313
E02002921,573
E02002922,1862
E02002923,2356
E02002924,1634
E02002925,2637
E02002926,2224
E02002927,3536
E02006008,1787
E02006009,1669
E02006010,2686
E02006011,1385
E02006012,1503
E02006013,1894
E02006014,1858
E02006015,1618
E02006016,1794
E02006017,1594
E02006018,2055
E02006019,1027
E02006020,1324
E02006021,2092
E02006022,1585
E02006023,1825
E02006024,1340
E02006025,2035
E02006026,1635
E02006027,1372
E02006028,2163
E02006029,792
E02006030,943
E02006031,1741
E02006032,1381
E02006033,2705
E02006034,2544
E02006035,1618
E02006036,1784
E02006037,2774
E02006038,2013
E02006039,1950
E02006040,2195
E02006041,1413
E02006042,1961
E02006043,1569
E02006044,1767
E02006045,2243
E02006046,1924
E02002951,942
E02002952,701
E02002953,621
E02002954,711
E02002955,676
E02002956,898
E02002957,1675
E02002958,907
E02002959,814
E02002960,714
E02002961,672
E02002962,455
E02002963,751
E02002964,827
E02002965,949
E02002966,1668
E02002967,459
E02002968,2266
E02002969,1654
E02002970,863
E02002971,499
E02002972,496
E02002973,1278
E02002974,691
E02002975,916
E02002976,598
E02002977,624
E02002978,411
E02002979,505
E02002980,1260
E02002981,1047
E02002982,730
E02002983,1189
E02002984,1574
E02002928,1434
E02002929,1627
E02002930,1138
E02002931,1501
E02002932,929
E02002933,1617
E02002934,1213
E02002935,719
E02002936,1004
E02002937,2730
E02002938,1046
E02002939,1326
E02002940,839
E02002941,1291
E02002942,1822
E02002943,1865
E02002944,638
E02002945,1251
E02002946,1155
E02002947,743
E02002948,485
E02002949,826
E02002950,514
E02006118,1343
E02006119,871
E02006120,1057
E02006121,717
E02006122,957
E02006123,1217
E02006124,538
E02006125,758
E02006126,1257
E02006127,1549
E02006128,1625
E02006129,770
E02006130,947
E02006131,1872
E02006132,830
E02006133,1453
E02006134,2389
E02006135,1688
E02006136,2364
E02006137,1192
E02006138,695
E02006139,907
E02006140,1512
E02006141,1359
E02006142,1313
E02006143,1430
E02006144,846
E02006145,1616
E02006146,1378
E02006147,2092
E02006148,1871
E02006149,2327
E02006150,3621
E02006151,1302
E02006152,3298
E02006153,2008
E02006154,1711
E02006155,577
E02006156,2306
E02006157,1113
E02006158,1480
E02006159,605
E02006160,942
E02006161,1190
E02006162,1582
E02006163,846
E02006164,559
E02006165,1430
E02006166,1706
E02006167,1081
E02006168,1826
E02006169,1232
E02006170,1418
E02006171,2038
E02006172,3086
E02006173,2100
E02006174,2381
E02006175,1040
E02006176,1987
E02006177,1562
E02006178,1107
E02006179,1266
E02006180,1034
E02006181,1001
E02006182,1955
E02006183,1954
E02006184,1126
E02006185,1350
E02006186,2896
E02006187,2048
E02006188,1451
E02006189,2021
E02006190,2551
E02006191,2423
E02006192,2395
E02006193,1495
E02006194,1327
E02006195,2420
E02006196,1339
E02006197,2128
E02006198,2145
E02006199,2550
E02006200,929
E02006201,3845
E02006202,2479
E02006203,1389
E02006204,1094
E02006205,1837
E02006206,1002
E02006207,1076
E02006208,1570
E02006209,2620
E02006210,1366
E02006211,1457
E02006212,1577
E02006213,1289
E02006214,975
E02006215,1573
E02006216,1819
E02006217,1482
E02006218,1021
E02006219,1136
E02006220,900
E02006221,1165
E02006222,673
E02006223,456
E02006224,1217
E02006225,1220
E02006226,1436
E02006468,1717
E02006469,1053
E02006470,1470
E02006471,1277
E02006472,1331
E02006473,1940
E02006474,1308
E02006475,1613
E02006476,583
E02006477,1792
E02006478,1282
E02006479,1205
E02006480,746
E02006481,685
E02006482,1046
E02006483,775
E02006484,1225
E02006485,1814
E02006486,981
E02006487,658
E02006488,1124
E02006489,1163
E02006490,1045
E02006806,1064
E02006492,3104
E02006493,1750
E02006494,1058
E02006495,1775
E02006496,1389
E02006497,1303
E02006498,2548
E02006499,1435
E02006500,1489
E02006501,1782
E02006502,2525
E02006503,2577
E02006504,1654
E02006505,1968
E02006506,1180
E02006507,2083
E02006508,2704
E02006509,1300
E02006510,1855
E02006511,2630
E02006512,2809
E02006513,2628
E02006514,2817
E02006515,2265
E02006516,2723
E02006517,2224
E02006518,2556
E02006519,3010
E02006520,3150
E02006521,2528
E02006522,1919
E02006523,3635
E02006524,1068
E02006525,5178
E02006526,1966
E02006527,3934
E02006528,3257
E02006529,3419
E02006530,3863
E02006531,1828
E02006532,2931
E02006533,2150
E02001827,1728
E02001828,2007
E02001829,2692
E02001830,3477
E02001831,1953
E02001832,2351
E02001833,1154
E02001834,582
E02001835,2744
E02001836,2543
E02001837,695
E02001838,1981
E02001839,801
E02001840,819
E02001841,2128
E02001842,1253
E02001843,847
E02001844,2575
E02001845,886
E02001846,957
E02001847,1057
E02001848,686
E02001849,1200
E02001850,1384
E02001851,1435
E02001852,953
E02001854,1046
E02001855,677
E02001856,1441
E02001857,2123
E02001858,1714
E02001859,1539
E02001860,1051
E02001861,1341
E02001862,1184
E02001863,648
E02001864,423
E02001865,1165
E02001866,851
E02001867,654
E02001868,1107
E02001869,480
E02001870,987
E02001871,625
E02001872,505
E02001873,1430
E02001874,698
E02001875,1323
E02001876,1679
E02001877,807
E02001878,866
E02001879,1317
E02001880,666
E02001881,708
E02001882,1024
E02001883,588
E02001884,757
E02001886,2500
E02001888,604
E02001889,755
E02001890,3889
E02001892,978
E02001893,1090
E02001895,651
E02001896,880
E02001897,629
E02001898,914
E02001899,3172
E02001900,1815
E02001901,4122
E02001902,842
E02001903,677
E02001904,847
E02001905,2967
E02001906,1818
E02001907,1240
E02001908,800
E02001909,843
E02001910,874
E02001911,1180
E02001913,2592
E02001914,2021
E02001915,2131
E02001916,960
E02001918,3417
E02001919,2144
E02001920,896
E02001921,1558
E02001922,2131
E02001923,1872
E02001924,1084
E02001925,2364
E02001926,2445
E02001927,1055
E02001928,780
E02001929,963
E02001930,2954
E02001931,1982
E02001932,788
E02001933,1661
E02001934,1467
E02001935,1785
E02001936,1866
E02001937,1117
E02001938,2486
E02001939,1325
E02001941,775
E02001942,1839
E02001943,1253
E02001944,1659
E02001945,870
E02001946,1790
E02001947,474
E02001948,927
E02001949,927
E02001950,1375
E02001951,714
E02001952,894
E02001953,1444
E02001954,759
E02001955,886
E02001956,1042
E02001957,1086
E02006807,1777
E02006809,2561
E02006895,2293
E02006896,2184
E02006897,1742
E02006898,2647
E02006899,3304
E02006900,1259
E02006901,1611
E02001958,1064
E02001959,870
E02001961,680
E02001962,617
E02001963,926
E02001964,588
E02001965,1567
E02001966,811
E02001967,1430
E02001968,993
E02001969,786
E02001970,735
E02001971,1017
E02001972,1160
E02001973,1089
E02001974,1939
E02001975,1293
E02001976,1240
E02001977,1804
E02001978,1172
E02001979,1158
E02001980,1339
E02001981,1579
E02001982,1581
E02001983,1734
E02001984,1900
E02001985,1704
E02001986,1049
E02001987,1913
E02001988,2090
E02001989,1038
E02001990,1975
E02001991,3481
E02001992,1147
E02001993,1529
E02001994,1930
E02001995,1351
E02001996,642
E02001997,2616
E02001998,1653
E02001999,2410
E02006805,966
E02002000,700
E02002001,810
E02002002,1537
E02002003,1073
E02002004,763
E02002005,683
E02002006,769
E02002007,1166
E02002008,1720
E02002009,709
E02002010,1022
E02002011,1158
E02002012,804
E02002013,1481
E02002014,843
E02002015,727
E02002016,535
E02002017,825
E02002018,1921
E02002019,642
E02002020,1674
E02002021,745
E02002022,992
E02002023,788
E02002024,929
E02002025,1236
E02002026,927
E02002027,1184
E02002028,1209
E02002029,1109
E02002030,930
E02002031,752
E02002032,1230
E02002033,1290
E02002034,1950
E02002035,1507
E02002036,638
E02002037,1192
E02002038,1663
E02002039,1708
E02002040,1799
E02002041,1390
E02002042,1854
E02002043,913
E02002044,1082
E02002045,782
E02002046,254
E02002047,629
E02002048,1343
E02002049,575
E02002051,317
E02002052,943
E02002053,907
E02002054,932
E02002055,930
E02002056,604
E02002057,926
E02002058,1405
E02002059,1438
E02002060,407
E02002061,547
E02002062,610
E02002063,1265
E02002064,1173
E02002065,1316
E02002066,758
E02002067,639
E02002068,1402
E02002069,596
E02002070,1110
E02002071,541
E02002072,1190
E02002073,765
E02002074,933
E02002075,924
E02002076,3014
E02002077,1251
E02002078,1231
E02002079,1118
E02002080,834
E02006810,1547
E02002081,860
E02002082,384
E02002083,814
E02002084,481
E02002085,520
E02002086,350
E02002087,389
E02002088,652
E02002089,1179
E02002090,1021
E02002091,1179
E02002092,1274
E02002093,1623
E02002094,1964
E02002095,2180
E02002096,3271
E02002097,2003
E02002098,2268
E02002099,2606
E02002101,1116
E02002102,2176
E02002103,1407
E02002104,2099
E02002105,2748
E02002106,3416
E02002107,1851
E02002108,3609
E02002109,3040
E02006808,1303
E02002110,930
E02002111,497
E02002112,815
E02002113,816
E02002114,880
E02002115,621
E02002116,1369
E02002117,862
E02002118,502
E02002119,842
E02002120,918
E02002121,397
E02002122,376
E02002123,653
E02002124,1176
E02002125,773
E02002126,350
E02002127,651
E02002128,596
E02002129,726
E02002130,557
E02002131,1812
E02002132,486
E02002133,1514
E02002134,744
E02002135,700
E02002136,980
E02002137,1676
E02002138,1471
E02002139,1501
E02002140,861
E02002141,1420
E02002142,579
E02002143,1095
E02002144,2097
E02002145,582
E02002146,865
E02002147,563
E02002148,1736
E02002149,1249
E02002150,757
E02002151,771
E02002152,485
E02002153,710
E02002154,831
E02002155,433
E02002156,1105
E02002157,1804
E02002158,809
E02002159,594
E02002160,1025
E02002161,920
E02002162,2247
E02002163,1432
E02002164,1144
E02002165,2171
E02002166,806
E02002167,1746
E02002168,1775
E02002169,2544
E02002170,638
E02002171,645
E02002174,2014
E02002175,669
E02002176,1335
E02002177,1094
E02002178,1991
E02002179,1679
E02002180,794
E02002181,565
E02002182,745
E02006894,1494
E02006696,2079
E02006697,2075
E02006698,1170
E02006699,1175
E02006700,1363
E02006701,2270
E02006702,1102
E02006703,2055
E02006704,1797
E02006705,1421
E02006706,1451
E02006707,2120
E02006708,1478
E02006709,1995
E02006710,1990
E02006711,2258
E02006712,2105
E02006713,1663
E02006714,1602
E02006715,2396
E02006716,1024
E02006717,1570
E02006718,1747
E02006719,2857
E02006720,1901
E02006721,1356
E02006722,511
E02006723,1195
E02006724,804
E02006725,768
E02006726,1076
E02006727,979
E02006728,1666
E02006729,1051
E02006730,561
E02006731,990
E02006732,1523
E02006733,1527
E02006734,2417
E02006735,368
E02006736,1793
E02006737,1773
E02006738,897
E02006739,1249
E02006740,2310
E02006741,1606
E02006742,1316
E02006743,961
E02006744,1888
E02006745,1861
E02006746,2183
E02006747,1589
E02006748,1642
E02006749,713
E02006750,1222
E02006751,1143
E02006752,2026
E02006753,1792
E02006754,1792
E02006755,1697
E02006756,1463
E02006757,1953
E02006758,1218
E02006759,1529
E02006760,1694
E02006761,867
E02006762,1134
E02006763,1253
E02006764,786
E02006765,1533
E02006766,2413
E02006767,2162
E02006768,998
E02006769,1498
E02006770,918
E02006771,1511
E02006772,1131
E02006773,1452
E02006774,1242
E02006775,378
E02006776,1422
E02006777,1891
E02006778,1073
E02006779,1398
E02006780,842
E02003616,1853
E02003617,2767
E02003618,2127
E02003619,2536
E02003620,2071
E02003621,2005
E02003622,1317
E02003623,2757
E02003624,1770
E02003625,2099
E02003626,1288
E02003627,2716
E02003628,1227
E02003629,1320
E02003630,1515
E02003631,994
E02003632,919
E02003633,1093
E02003634,2002
E02003635,1041
E02003599,953
E02003600,1190
E02003601,1736
E02003602,1440
E02003603,1847
E02003604,1230
E02003605,2677
E02003606,1982
E02003607,1986
E02003608,2402
E02003609,2326
E02003610,2098
E02003611,2100
E02003612,2487
E02003613,1188
E02003614,1759
E02003615,2408
E02003636,1611
E02003637,2236
E02003638,1555
E02003639,1702
E02003640,1708
E02003641,1548
E02003642,919
E02003643,2115
E02003644,1218
E02003645,1049
E02003646,1386
E02003647,1654
E02003648,790
E02003649,1479
E02003650,1759
E02003651,1255
E02003258,1983
E02003259,816
E02003260,938
E02003261,1132
E02003262,1433
E02003263,1843
E02003264,2472
E02003265,1348
E02003266,1097
E02003267,1922
E02003268,1717
E02003269,1962
E02003270,1565
E02003271,1864
E02003272,1320
E02003273,1561
E02003274,1565
E02003275,2882
E02003276,1295
E02003277,1383
E02003278,2716
E02003237,1371
E02003238,1019
E02003239,1339
E02003240,1739
E02003241,1028
E02003242,1158
E02003243,725
E02003244,744
E02003245,693
E02003246,763
E02003247,985
E02003248,1324
E02003249,1269
E02003250,1588
E02003251,2099
E02003252,2153
E02003253,1328
E02003254,2341
E02003255,1062
E02003257,813
E02006877,1747
E02006878,1957
E02003279,1235
E02003280,1196
E02003281,1441
E02003282,1793
E02003283,1723
E02003284,1349
E02003285,2001
E02003286,2454
E02003287,1681
E02003288,1469
E02003289,2766
E02003290,2587
E02003291,1365
E02003292,1482
E02003293,2478
E02003294,2039
E02003295,1632
E02003296,926
E02003297,682
E02003298,731
E02003299,1162
E02003300,1053
E02003301,1204
E02003302,987
E02003303,788
E02003304,1055
E02003305,763
E02003307,922
E02003308,703
E02003309,1215
E02003310,1934
E02003311,1308
E02003312,1311
E02003313,1215
E02006859,1871
E02006926,1689
E02003719,2362
E02003720,3248
E02003721,3331
E02003722,4663
E02003723,3822
E02003724,2903
E02003725,6914
E02003726,4424
E02003727,4434
E02003728,3475
E02003729,2699
E02003730,3788
E02003731,4106
E02003732,1231
E02003733,1756
E02003734,3179
E02003735,2698
E02003736,2256
E02003737,1988
E02003738,1312
E02003739,1622
E02003740,1906
E02006825,1635
E02003742,825
E02003743,854
E02003744,1363
E02003745,1241
E02003746,896
E02003747,1424
E02003748,820
E02003749,846
E02003750,933
E02003751,957
E02003752,1518
E02003753,1807
E02003754,1448
E02003755,1471
E02003756,1318
E02003757,1389
E02003758,2151
E02003759,1692
E02003760,913
E02003761,1299
E02003762,2262
E02003763,2048
E02003764,2508
E02003765,1636
E02003766,1817
E02003767,2048
E02003768,2944
E02003769,1915
E02003770,2133
E02003771,1307
E02003772,1596
E02003773,1682
E02003774,917
E02003775,2000
E02003776,2034
E02003777,2061
E02003778,1604
E02003779,1469
E02003780,3564
E02003781,2170
E02003783,2910
E02003784,2941
E02003785,2860
E02003786,2561
E02003787,1930
E02003788,2478
E02003789,1664
E02003790,2969
E02003791,2728
E02003792,2720
E02003793,2026
E02006873,2449
E02006874,2714
E02004424,1970
E02004425,1729
E02004426,1971
E02004427,1835
E02004428,865
E02004429,1086
E02004430,1238
E02004431,1424
E02004432,1239
E02004433,1304
E02004434,931
E02004435,699
E02004436,589
E02004437,1019
E02004438,869
E02004439,795
E02004440,927
E02004441,714
E02004442,696
E02004443,1372
E02004444,1774
E02004445,893
E02004446,1399
E02004447,1499
E02004448,1208
E02004449,1122
E02004450,1443
E02004451,1645
E02004452,1623
E02004453,793
E02004454,1560
E02004455,1475
E02004456,1083
E02004457,1492
E02004458,1898
E02004459,2532
E02004460,1303
E02004461,625
E02004462,1886
E02004463,1626
E02004464,1983
E02004465,1534
E02004466,1545
E02004467,1561
E02004468,3429
E02004469,1631
E02004470,3230
E02004471,1980
E02004472,1548
E02004473,946
E02004474,1018
E02004475,895
E02004476,1277
E02004477,1104
E02004478,1079
E02004479,1177
E02004480,713
E02004481,541
E02004482,512
E02004483,773
E02004484,658
E02004485,1690
E02004486,2252
E02004487,1444
E02004488,1711
E02004489,2166
E02004490,1145
E02004491,1807
E02004492,2334
E02004493,2735
E02004494,3288
E02004495,1943
E02004496,2146
E02004497,2070
E02004498,1993
E02004499,1301
E02004500,2467
E02004501,1542
E02004502,1529
E02004503,1432
E02004504,1705
E02004505,752
E02004506,1782
E02004507,2189
E02004508,1670
E02004509,3288
E02004512,3064
E02004513,1487
E02004514,1609
E02004515,1674
E02004516,2537
E02004517,1624
E02004518,2058
E02004519,1594
E02004520,1196
E02004521,1515
E02004522,2742
E02004523,1205
E02004524,1972
E02004525,1182
E02004526,1555
E02006922,2469
E02004527,1640
E02004528,1515
E02004529,1237
E02004530,1141
E02004531,1481
E02004532,1626
E02004533,788
E02004534,1223
E02004535,849
E02004536,1333
E02004537,1175
E02004538,2363
E02004539,1363
E02004540,1675
E02004541,3238
E02004542,1671
E02004543,1451
E02004544,1346
E02004545,845
E02004546,909
E02004547,1325
E02004548,1637
E02004549,784
E02004550,1067
E02004551,812
E02004552,925
E02004553,834
E02004554,984
E02004555,1290
E02004556,1852
E02004557,1423
E02004558,1318
E02004559,1534
E02004560,1355
E02004561,1805
E02004562,1432
E02004563,847
E02004564,1270
E02004565,2635
E02004566,836
E02004567,1497
E02004568,1423
E02004569,1128
E02004570,1475
E02004571,1446
