geography code,level_4_qualifications_and_above
E02004404,2142
E02004405,1409
E02004406,2051
E02004407,2493
E02004408,1503
E02004409,1792
E02004410,2311
E02004411,1678
E02004412,1636
E02004413,1675
E02004414,1305
E02004415,1790
E02004416,1533
E02004417,1020
E02004418,807
E02004419,737
E02004420,2733
E02004421,1255
E02004422,1842
E02004423,1563
E02004675,1448
E02004676,2229
E02004677,2182
E02004678,2070
E02004679,2685
E02004680,2171
E02004681,1818
E02004682,2121
E02004683,1194
E02004684,1911
E02004685,1874
E02004686,2195
E02004687,1096
E02004688,961
E02004689,1526
E02004690,1677
E02004691,2391
E02004692,1818
E02004693,1201
E02004694,1902
E02004695,2452
E02004696,1871
E02004697,1959
E02004698,966
E02004699,3101
E02004700,984
E02004702,1439
E02004703,3565
E02004704,1446
E02004705,2420
E02004706,2159
E02004707,3905
E02004708,2148
E02004709,1959
E02004710,1649
E02006829,1933
E02006838,2211
E02004712,3189
E02004713,1815
E02004714,2221
E02004715,1542
E02004716,1547
E02004717,1433
E02004718,1738
E02004719,2260
E02004720,2400
E02004721,2544
E02004722,1276
E02004723,2053
E02004724,1597
E02004725,1080
E02004726,1631
E02004727,2647
E02004728,2102
E02004729,1250
E02004730,2495
E02004731,2212
E02004732,2283
E02004733,1976
E02004734,2651
E02004735,1909
E02004736,1585
E02004737,1172
E02004738,1359
E02004739,1639
E02004740,2139
E02004741,911
E02004742,855
E02004743,1184
E02004744,936
E02004745,1381
E02004746,2723
E02004747,951
E02004748,1506
E02004749,1990
E02004750,1828
E02004751,1935
E02004752,2187
E02004753,2264
E02004754,1967
E02004755,4126
E02004756,2710
E02004757,2799
E02004758,2505
E02004759,2249
E02004760,2471
E02004761,2035
E02004764,1418
E02004765,1500
E02004766,913
E02004767,422
E02004768,897
E02004769,446
E02004770,562
E02004771,686
E02004772,1836
E02004774,3069
E02004775,2526
E02004776,1600
E02004777,1199
E02004778,1178
E02006822,1652
E02006830,817
E02006831,1296
E02004779,2939
E02004780,801
E02004781,1630
E02004782,1146
E02004783,1407
E02004784,1572
E02004785,1716
E02004786,1880
E02004787,1778
E02004788,1899
E02004789,1967
E02004790,1505
E02004791,615
E02004792,1503
E02004793,2604
E02004794,2086
E02004795,2702
E02004796,2191
E02004797,1548
E02004798,946
E02004799,1424
E02004800,1784
E02004801,2541
E02004802,934
E02004803,830
E02004804,1432
E02004805,2655
E02004806,2068
E02004807,1939
E02004808,2504
E02004809,1315
E02004810,1210
E02004811,1497
E02004812,1389
E02004813,720
E02004814,1755
E02004815,640
E02004816,1441
E02004817,1279
E02004818,2371
E02004819,1672
E02004820,1982
E02004821,1709
E02004822,2542
E02004823,2512
E02004824,1590
E02004825,2907
E02004826,2108
E02004827,2591
E02004828,1726
E02004829,1921
E02004830,2236
E02004831,3309
E02004832,2791
E02004833,3398
E02004834,1909
E02004835,4457
E02004836,1120
E02004837,3065
E02004838,3219
E02004839,2941
E02004840,2828
E02004841,3300
E02004842,2175
E02004996,2226
E02004997,1840
E02004998,1433
E02004999,2256
E02005000,1374
E02005001,1601
E02005002,1072
E02005003,870
E02005004,2090
E02005005,1881
E02005006,1255
E02005007,1944
E02005008,1947
E02005009,1218
E02005010,1285
E02005011,1348
E02005012,1220
E02005013,1088
E02005014,1966
E02005015,1547
E02005016,1627
E02005017,2044
E02005018,1601
E02005019,1564
E02005020,1285
E02005021,2608
E02005022,1717
E02005023,1347
E02005025,3077
E02005026,2236
E02005027,1733
E02006855,1653
E02006856,3439
E02005028,909
E02005029,2063
E02005030,2053
E02005031,949
E02005032,1617
E02005033,950
E02005034,1595
E02005035,1419
E02005036,781
E02005037,1352
E02005038,1046
E02005039,987
E02005040,1332
E02005041,1789
E02005042,2122
E02005043,1364
E02005044,1730
E02005045,1140
E02005046,880
E02005047,1182
E02005048,1518
E02005049,2062
E02005050,1715
E02005051,1143
E02005052,1210
E02005053,979
E02005054,1237
E02005055,963
E02005056,1687
E02005057,1650
E02005058,974
E02005059,2168
E02005060,967
E02005061,764
E02005062,934
E02005063,1010
E02005064,1315
E02005065,690
E02005066,1714
E02005067,1328
E02005068,1573
E02005069,2018
E02005070,1898
E02005071,1932
E02005072,2003
E02005073,2594
E02005074,1970
E02005075,2025
E02005076,1407
E02005077,1025
E02005078,1767
E02005079,1789
E02005080,786
E02005081,1566
E02005082,1912
E02005083,1428
E02005084,1590
E02005085,1555
E02005086,1316
E02005087,1263
E02005088,1009
E02005089,1157
E02005090,1307
E02005091,1552
E02005093,1017
E02005094,2270
E02005095,2119
E02005096,2869
E02005097,3607
E02005098,3809
E02005099,2315
E02005100,1853
E02005101,2057
E02006832,1376
E02005102,1684
E02005103,1605
E02005104,970
E02005105,914
E02005106,1082
E02005107,2727
E02005109,2114
E02005110,1357
E02005111,1420
E02005112,891
E02005113,1105
E02005114,768
E02006879,1071
E02006880,1616
E02005115,457
E02005116,323
E02005117,767
E02005118,1009
E02005119,558
E02005120,722
E02005121,1795
E02005122,1315
E02005123,1699
E02005124,791
E02005125,813
E02005126,1129
E02005127,1946
E02005128,1623
E02005129,2425
E02005130,1663
E02005131,1500
E02005132,1032
E02005133,1727
E02005134,808
E02005135,1060
E02005136,1213
E02005137,709
E02005138,1345
E02005139,1615
E02005140,1726
E02005141,1785
E02005142,987
E02005143,1226
E02005144,636
E02005145,1265
E02005146,1160
E02005147,1546
E02005148,1444
E02005149,2079
E02005150,1244
E02005151,2049
E02005153,1437
E02005154,2973
E02005155,2804
E02005156,1616
E02005157,981
E02005158,1853
E02005159,1701
E02005160,2597
E02005161,2177
E02006833,2456
E02005162,2028
E02005163,2115
E02005164,1791
E02005165,1930
E02005166,1064
E02005167,2519
E02005168,2843
E02005169,3211
E02005170,3076
E02005171,1270
E02005172,2456
E02005173,3398
E02005174,1877
E02005175,2109
E02005921,1721
E02005922,1468
E02005923,677
E02005924,2025
E02005925,714
E02005926,1626
E02005927,1132
E02005928,2272
E02005929,2108
E02005930,2407
E02005931,2279
E02005932,1713
E02005933,1255
E02005934,1419
E02005935,1950
E02005936,2621
E02005937,1761
E02005938,1117
E02005939,1565
E02005940,2767
E02005941,3607
E02005942,3724
E02005943,2307
E02005944,1507
E02005945,4545
E02005946,2977
E02005947,5938
E02005948,3571
E02005949,1942
E02005950,4798
E02005951,3027
E02005952,4395
E02005953,2407
E02005954,2940
E02005955,1997
E02005956,624
E02005957,904
E02005958,1517
E02005959,1707
E02005960,1739
E02005961,2107
E02005962,2153
E02005963,2112
E02005964,2172
E02005965,1708
E02005966,2252
E02005967,1110
E02005968,2309
E02005969,2920
E02005970,1179
E02005971,927
E02005972,2671
E02005973,1859
E02005974,2328
E02005975,2825
E02005976,2300
E02005977,1832
E02005978,2553
E02005979,3136
E02005980,3008
E02005981,2815
E02005982,1799
E02005983,3534
E02005984,2476
E02005985,1617
E02005986,2437
E02005987,1969
E02005988,1647
E02005991,2643
E02005992,3059
E02006886,3727
E02005993,1606
E02005994,1862
E02005995,1932
E02005996,2736
E02005997,1866
E02005998,1929
E02005999,1565
E02006000,3255
E02006001,1107
E02006002,2201
E02006003,1399
E02006004,1746
E02006005,1848
E02006006,1107
E02006007,1917
E02006317,1690
E02006318,2690
E02006319,1432
E02006320,1397
E02006321,2608
E02006322,2412
E02006323,2462
E02006324,2105
E02006325,3399
E02006326,2417
E02006327,2490
E02006328,3353
E02006329,2586
E02006330,2504
E02006331,2693
E02006332,2597
E02006333,2917
E02006334,3418
E02006335,2096
E02006336,1230
E02006337,2175
E02006338,1659
E02006339,2410
E02006341,2885
E02006342,2714
E02006343,2874
E02006837,3677
E02006344,2682
E02006345,1763
E02006346,3681
E02006347,1899
E02006348,2425
E02006349,2572
E02006350,1180
E02006351,2724
E02006352,1593
E02006353,1166
E02006354,3951
E02006355,1727
E02006356,4847
E02006357,1433
E02006358,3020
E02006359,3032
E02006360,2850
E02006361,1951
E02006362,2290
E02006363,2095
E02006364,1757
E02006365,2123
E02006366,2492
E02006367,1955
E02006368,1775
E02006369,1811
E02006370,2207
E02006371,2507
E02006372,1390
E02006373,2313
E02006374,1681
E02006375,1774
E02006376,2303
E02006377,1581
E02006378,2331
E02006379,976
E02006380,2233
E02006381,1977
E02006382,1276
E02006383,3671
E02006384,3085
E02006385,3412
E02006386,3001
E02006387,1664
E02006388,2257
E02006389,1438
E02006390,1442
E02006391,1401
E02006392,1780
E02006393,1813
E02006394,2642
E02006395,1932
E02006396,1309
E02006397,2166
E02006398,1724
E02006399,2462
E02006400,1676
E02006401,1939
E02006402,2282
E02006403,841
E02006404,970
E02006405,2269
E02006406,2482
E02006407,1572
E02006408,1422
E02006409,1153
E02006410,1378
E02006411,1846
E02006412,1958
E02006413,1362
E02006414,1261
E02006415,1748
E02006416,2528
E02006417,1453
E02006418,2058
E02006419,1647
E02006420,2662
E02006421,2282
E02006422,1887
E02006423,2694
E02006424,1924
E02006425,1628
E02006426,1486
E02006427,1638
E02006429,1992
E02006430,1959
E02006431,3141
E02006432,1436
E02006433,3260
E02006434,1532
E02006435,1666
E02006436,1347
E02006437,2245
E02006438,1905
E02006790,1580
E02006439,1504
E02006440,2044
E02006441,2426
E02006442,2458
E02006443,1672
E02006444,2229
E02006445,2841
E02006446,2477
E02006447,2052
E02006448,2660
E02006449,1971
E02006450,2250
E02006451,2949
E02006453,2425
E02006454,2395
E02006455,1820
E02006839,2952
E02006456,1675
E02006457,3507
E02006458,3512
E02006459,1978
E02006460,2200
E02006461,2673
E02006462,2276
E02006463,3809
E02006464,1918
E02006465,2540
E02006466,2002
E02006467,2284
E02006534,1292
E02006535,1734
E02006536,1250
E02006537,1593
E02006538,2501
E02006539,874
E02006540,745
E02006541,1133
E02006542,1710
E02006543,1247
E02006544,2495
E02006545,921
E02006546,1897
E02006547,1137
E02006548,1628
E02006549,1559
E02006550,1526
E02006551,1988
E02006552,1253
E02006553,1000
E02006554,1333
E02006555,909
E02006556,1867
E02006557,977
E02006558,1923
E02006559,2038
E02006560,1324
E02006561,1998
E02006562,1713
E02006563,1814
E02006564,1824
E02006565,2169
E02006566,2585
E02006567,2162
E02006568,2531
E02006569,2369
E02006570,2586
E02006571,2528
E02006572,2159
E02006573,2720
E02006574,1662
E02006575,1141
E02006576,1949
E02006577,1125
E02006578,1892
E02006579,1619
E02006580,1274
E02006581,1676
E02006582,2103
E02006583,1761
E02006584,802
E02006585,947
E02006586,879
E02006587,1046
E02006588,1753
E02006589,3060
E02006590,2299
E02006591,2129
E02006592,1774
E02006593,2656
E02006594,1602
E02006595,2665
E02006596,1925
E02006597,2321
E02006598,1423
E02006599,2283
E02006600,2309
E02006601,2090
E02006602,1990
E02006603,2535
E02006604,2848
E02006605,1479
E02006606,2107
E02006607,2056
E02006608,1438
E02006609,2189
E02006610,2106
E02006611,3565
E02006612,3521
E02006613,1590
E02006614,3228
E02006615,1405
E02006616,1738
E02006617,1783
E02006618,1627
E02006619,2343
E02006620,2894
E02006621,1803
E02006622,1537
E02006623,1106
E02006624,1849
E02006625,1437
E02006626,924
E02006627,1576
E02006628,1902
E02006629,1438
E02006630,2141
E02006631,2399
E02006632,2255
E02006633,1947
E02002985,1026
E02002986,865
E02002987,1474
E02002988,1891
E02002989,1651
E02002990,2495
E02002991,4795
E02002992,2196
E02002993,2149
E02002994,3876
E02002995,644
E02002996,3786
E02002997,1461
E02002998,1338
E02002999,942
E02003000,2698
E02003001,2305
E02003002,1624
E02003003,1345
E02003004,1347
E02003005,2028
E02003006,1957
E02003007,1620
E02003008,895
E02003009,1022
E02003010,732
E02003011,748
E02003172,735
E02003173,778
E02003174,1370
E02003175,1608
E02003176,637
E02003177,1646
E02003178,1137
E02003179,976
E02003180,1715
E02003181,2162
E02003182,1820
E02003183,2045
E02003184,1894
E02003185,1608
E02003186,1787
E02003187,2189
E02003188,2885
E02003189,2317
E02003190,2289
E02003191,2346
E02003192,2831
E02006883,1639
E02006885,2537
E02003012,1938
E02003013,1767
E02003014,644
E02003015,1475
E02003016,1813
E02003017,2517
E02003018,1283
E02003019,1284
E02003020,2695
E02003021,2450
E02003022,2740
E02003023,1489
E02003024,1658
E02003025,1125
E02003026,3745
E02003027,5437
E02003028,4143
E02003029,814
E02003030,1820
E02003031,5069
E02003032,1383
E02003033,4234
E02003034,4478
E02003036,3882
E02003037,4678
E02003038,989
E02003039,1299
E02003040,2278
E02003041,3588
E02003043,4458
E02003044,1020
E02003045,3273
E02003046,2034
E02003047,4104
E02003048,2576
E02003049,1188
E02003050,2738
E02003051,2126
E02003052,1799
E02003053,2156
E02003054,1385
E02003055,753
E02003056,501
E02003057,711
E02003058,982
E02003059,549
E02003060,1300
E02003061,423
E02003062,334
E02003063,920
E02003064,281
E02006887,2076
E02006888,1210
E02006889,802
E02006890,2207
E02003892,1682
E02003893,1654
E02003894,1488
E02003895,1422
E02003896,1005
E02003897,1449
E02003898,1969
E02003899,907
E02003900,1670
E02003901,1546
E02003902,843
E02003903,1489
E02003904,1116
E02003905,1399
E02003906,1400
E02003907,2287
E02003908,2041
E02003909,2135
E02003910,1949
E02003911,2659
E02003912,2120
E02003913,1835
E02003914,1559
E02003915,1476
E02003916,2101
E02003917,1722
E02003918,1427
E02003919,879
E02003920,1376
E02003921,1160
E02003922,1111
E02003923,897
E02003924,1122
E02003925,1000
E02003926,1913
E02003927,2443
E02003928,2283
E02003929,1528
E02003930,2034
E02003931,1815
E02003932,1329
E02003933,1382
E02003934,1272
E02003935,1442
E02003936,1897
E02003937,1293
E02003938,1330
E02003939,1351
E02003940,1454
E02003941,1258
E02003942,886
E02003943,1587
E02003944,1557
E02003945,1514
E02003946,1954
E02003947,1535
E02003948,1353
E02003949,1545
E02003950,1343
E02003951,1495
E02003952,1187
E02003953,1759
E02003954,1456
E02003955,1529
E02003956,821
E02003957,1758
E02003958,1056
E02003959,868
E02003960,1400
E02003961,1786
E02003962,1180
E02003963,1211
E02003964,1819
E02006781,613
E02003065,2498
E02003066,1987
E02003067,1883
E02003068,1816
E02003069,1829
E02003070,4131
E02003071,1791
E02003072,1996
E02003073,1955
E02003074,1471
E02003075,1932
E02003076,2441
E02003077,1680
E02003078,1747
E02003079,1633
E02003080,1166
E02003081,1741
E02003082,1990
E02003084,1440
E02003085,657
E02003086,1277
E02003087,1877
E02003088,2589
E02003089,979
E02006845,1346
E02006846,1189
E02003122,1516
E02003123,985
E02003124,942
E02003125,658
E02003126,981
E02003127,678
E02003128,1041
E02003129,1219
E02003130,1056
E02003131,813
E02003132,1329
E02003133,1161
E02003134,597
E02003135,759
E02003136,1513
E02003137,2380
E02003138,2293
E02003139,1220
E02003140,1620
E02003141,1573
E02003142,1213
E02003143,1353
E02003144,2238
E02003145,1628
E02003146,2259
E02003147,775
E02003148,1874
E02003149,1774
E02003150,2695
E02003151,1653
E02003152,2061
E02003153,1522
E02003194,1684
E02003195,881
E02003196,2910
E02003197,1286
E02003198,929
E02003199,1446
E02003200,1187
E02003201,1458
E02003202,1448
E02003203,1375
E02003204,1777
E02003205,1399
E02003206,3078
E02003207,914
E02003208,2492
E02003209,929
E02003210,3007
E02003211,2943
E02003090,2049
E02003091,1720
E02003092,1988
E02003093,2264
E02003094,2093
E02003095,1419
E02003096,1036
E02003097,1483
E02003098,2954
E02003099,852
E02003100,1431
E02003101,3128
E02003102,1613
E02003103,902
E02003104,1603
E02003105,1508
E02003106,3082
E02003107,2244
E02003108,1947
E02003109,1493
E02003110,2822
E02003111,1721
E02003112,948
E02003113,2856
E02003114,1159
E02003115,1481
E02003116,823
E02003117,1255
E02003118,1775
E02003119,1584
E02003120,1508
E02003121,2064
E02003212,1813
E02003214,318
E02003215,1094
E02003216,1174
E02003217,676
E02003218,517
E02003219,1847
E02003220,1569
E02003221,722
E02003222,1439
E02003223,1661
E02003224,1304
E02003225,1252
E02003226,1206
E02003227,420
E02003228,1242
E02003229,1207
E02003230,2200
E02003231,581
E02003232,2577
E02003233,1211
E02003234,1254
E02003235,2235
E02003236,2434
E02006847,2252
E02006848,1713
E02006849,2179
E02003154,873
E02003155,1086
E02003156,1761
E02003157,922
E02003158,880
E02003159,827
E02003161,1030
E02003163,2187
E02003164,1715
E02003165,1085
E02003166,1261
E02003167,1170
E02003168,1104
E02003169,1527
E02003170,1800
E02003171,1173
E02006840,2163
E02006634,2609
E02006635,2360
E02006636,1920
E02006637,2282
E02006638,1407
E02006639,2107
E02006640,2011
E02006641,1895
E02006642,1552
E02006643,1960
E02006644,1789
E02006645,2137
E02006646,1322
E02006647,1903
E02006648,1845
E02006649,1352
E02006650,2631
E02006651,2338
E02006652,2322
E02006653,2140
E02006654,1981
E02006655,2079
E02006656,1646
E02006657,1737
E02006658,1573
E02006659,2115
E02006660,3403
E02006661,1830
E02006662,1010
E02006663,2016
E02006664,1845
E02006665,1554
E02006666,1478
E02006667,775
E02006668,1588
E02006669,2656
E02006670,1762
E02006671,1973
E02006672,1837
E02006673,1577
E02006674,1643
E02006675,2510
E02006676,1767
E02006677,2278
E02006678,885
E02006679,2236
E02006680,1143
E02006681,2159
E02006682,3385
E02006683,1823
E02006684,1080
E02006685,1664
E02006686,831
E02006687,1110
E02006688,950
E02006689,1582
E02006690,1679
E02006691,2061
E02006692,976
E02006693,952
E02006694,1234
E02006695,1802
E02004129,1337
E02004130,1068
E02004131,1052
E02004132,2246
E02004133,1595
E02004134,1794
E02004135,2256
E02004136,2320
E02004137,1574
E02004138,1460
E02004139,1376
E02004140,1663
E02004141,1720
E02004142,1761
E02004143,1251
E02004144,1580
E02004145,1976
E02004146,1182
E02004147,1515
E02004148,1847
E02004149,2529
E02004150,1157
E02004151,1436
E02004152,2195
E02004153,1356
E02004154,2467
E02004155,1318
E02004156,2909
E02004157,2846
E02004158,1638
E02004159,2348
E02004160,1166
E02004161,1296
E02004162,1661
E02004163,1969
E02004164,1750
E02004165,1703
E02004166,1630
E02004167,959
E02004168,825
E02004169,1552
E02004170,1151
E02004171,2143
E02004172,1464
E02004173,2039
E02004174,1500
E02004175,820
E02004176,1186
E02004177,920
E02004178,1439
E02004179,1793
E02004180,1437
E02004181,1107
E02004182,733
E02004183,1026
E02004184,1327
E02004185,1224
E02004186,1602
E02004187,1777
E02004188,1341
E02004189,1393
E02004190,2488
E02004191,2566
E02004192,2254
E02004193,2764
E02004194,2119
E02004195,1389
E02004196,2408
E02004197,2091
E02004198,1410
E02004199,1490
E02004200,1574
E02004201,1521
E02004202,2220
E02004203,1980
E02004204,2495
E02004205,1279
E02004206,1503
E02004207,1389
E02004208,2074
E02004209,1331
E02004210,1143
E02004211,2016
E02004212,1123
E02004213,1261
E02004214,915
E02004215,1117
E02004216,961
E02004217,1933
E02004218,1233
E02004219,1520
E02004220,1203
E02004221,1414
E02004222,936
E02004223,1435
E02004224,1344
E02004225,848
E02004226,1555
E02004227,1484
E02004228,1333
E02004229,1688
E02004230,1269
E02004231,1883
E02004232,1576
E02004233,3145
E02004234,1886
E02004235,1963
E02004236,1156
E02004237,1580
E02004238,1723
E02004239,1255
E02004240,691
E02004241,1994
E02004242,1733
E02004243,1588
E02004244,1565
E02004245,1675
E02004246,1851
E02004247,1623
E02004248,1448
E02004249,1733
E02004250,1359
E02004251,1242
E02004252,1758
E02004253,2150
E02004254,2372
E02004255,1369
E02004256,2108
E02004257,1484
E02004258,2131
E02004259,1865
E02004260,2126
E02004261,2044
E02004262,2010
E02004263,1403
E02004264,1211
E02004265,1660
E02004266,1772
E02004267,1439
E02004268,2202
E02004269,2408
E02004270,2154
E02004271,2538
E02004272,3482
E02004273,1973
E02004274,1256
E02004275,2059
E02004276,1197
E02004277,2711
E02004278,2311
E02004279,2027
E02004280,1575
E02004281,1249
E02004282,2364
E02004283,1704
E02004284,1854
E02004285,1100
E02004286,1044
E02004287,979
E02004288,807
E02004289,1106
E02004600,1091
E02004601,1799
E02004602,1053
E02004603,1713
E02004604,996
E02004605,870
E02004606,2607
E02004607,3961
E02004608,4314
E02004609,2190
E02004610,3184
E02004611,3853
E02004612,2508
E02004613,2575
E02004614,2068
E02004615,2381
E02004616,2240
E02004617,2111
E02004618,2565
E02004619,2391
E02004620,1778
E02004621,1743
E02004622,1455
E02004623,2262
E02004624,1772
E02004625,2569
E02004626,2584
E02004627,1150
E02004628,1364
E02004629,1678
E02004630,1664
E02004631,1372
E02004632,1500
E02004633,1473
E02004634,1558
E02004635,1942
E02004636,1741
E02004637,2103
E02004638,1235
E02004639,1805
E02004640,957
E02004641,1578
E02004642,2207
E02004643,841
E02004644,1197
E02004645,2206
E02004646,961
E02004647,823
E02004648,679
E02004649,1466
E02004650,1852
E02004651,1833
E02004652,2570
E02004653,1689
E02004654,2298
E02004655,1426
E02004656,2917
E02004657,2126
E02004658,1992
E02004659,1837
E02004660,2333
E02004661,1718
E02004662,1413
E02004663,1990
E02004664,1527
E02004665,2655
E02004666,2326
E02004667,2271
E02004668,2636
E02004669,2154
E02004670,3292
E02004671,1665
E02004672,3057
E02004673,1228
E02004674,1700
E02006047,2444
E02006048,1411
E02006049,1446
E02006050,1833
E02006051,2285
E02006052,2082
E02006053,1637
E02006054,1993
E02006055,1434
E02006056,1763
E02006057,1655
E02006058,1599
E02006059,2021
E02006060,1166
E02006061,2447
E02006062,2151
E02006063,2109
E02006064,1273
E02006065,1100
E02006066,1419
E02006067,1653
E02006068,468
E02006069,1163
E02006070,749
E02006071,1711
E02006072,2304
E02006073,653
E02006074,1578
E02006075,1369
E02006076,2329
E02006077,1229
E02006078,1310
E02006079,1453
E02006080,1668
E02006081,1356
E02006082,1418
E02006083,1231
E02006084,1828
E02006085,864
E02006086,1325
E02006087,902
E02006088,828
E02006089,1085
E02006090,1319
E02006091,2380
E02006092,1308
E02006093,1845
E02006094,1402
E02006095,1381
E02006096,900
E02006097,732
E02006098,1766
E02006099,1840
E02006100,1893
E02006101,1515
E02006102,658
E02006103,1850
E02006104,1570
E02006105,2678
E02006106,1528
E02006107,953
E02006108,2353
E02006109,2357
E02006110,1330
E02006111,2541
E02006112,2282
E02006113,1332
E02006114,1298
E02006115,1223
E02006116,2184
E02006117,1378
W02000001,1538
W02000002,1555
W02000003,1097
W02000004,1632
W02000005,2631
W02000006,1229
W02000007,1497
W02000008,2057
W02000009,1862
W02000010,1906
W02000011,1740
W02000012,2279
W02000013,1857
W02000014,1761
W02000015,1478
W02000016,1527
W02000017,1567
W02000018,1082
W02000019,1612
W02000020,1532
W02000021,1515
W02000022,1327
W02000023,1349
W02000024,1260
W02000025,1317
W02000026,1564
W02000027,1840
W02000028,1309
W02000029,1648
W02000030,1545
W02000031,891
W02000032,1950
W02000033,1264
W02000034,1983
W02000035,1773
W02000036,1936
W02000037,1240
W02000038,1572
W02000039,1934
W02000040,1614
W02000041,1974
W02000042,750
W02000043,979
W02000044,975
W02000045,1038
W02000047,453
W02000049,1417
W02000050,1308
W02000051,1314
W02000052,1041
W02000053,1768
W02000054,1887
W02000055,1314
W02000056,1322
W02000057,1523
W02000419,1526
W02000058,871
W02000059,1282
W02000060,1159
W02000061,575
W02000062,1026
W02000063,2325
W02000064,574
W02000065,1055
W02000066,1073
W02000067,1319
W02000068,791
W02000069,1434
W02000070,2639
W02000071,1550
W02000072,1783
W02000073,2302
W02000074,1347
W02000075,1435
W02000076,1916
W02000077,1335
W02000080,1111
W02000081,909
W02000082,1085
W02000083,1549
W02000084,1187
W02000085,2123
W02000086,846
W02000087,443
W02000088,2009
W02000089,1168
W02000090,1016
W02000091,1057
W02000092,935
W02000093,1464
W02000094,1123
W02000095,1696
W02000096,1209
W02000420,3921
W02000097,2208
W02000098,1406
W02000099,958
W02000100,1448
W02000101,1234
W02000102,1315
W02000103,1295
W02000104,1210
W02000105,408
W02000106,1421
W02000107,2047
W02000108,1447
W02000109,1029
W02000110,1572
W02000111,2181
W02000113,1751
W02000114,2371
W02000414,1748
W02000416,1942
W02000116,2396
W02000117,2354
W02000118,1569
W02000120,1854
W02000122,1549
W02000123,1848
W02000124,1730
W02000125,1614
W02000421,3150
W02000126,1896
W02000127,2182
W02000128,1885
W02000129,1754
W02000130,1215
W02000131,1314
W02000132,1617
W02000133,1969
W02000134,1806
W02000135,1043
W02000136,1794
W02000137,837
W02000138,1186
W02000139,1898
W02000140,1036
W02000141,1417
W02000142,996
W02000143,1262
W02000144,1630
W02000145,1866
W02000146,1838
W02000147,1845
W02000148,1102
W02000149,1449
W02000151,1173
W02000152,1622
W02000153,1902
W02000154,1381
W02000156,1531
W02000157,1801
W02000158,1316
W02000159,984
W02000160,1634
W02000161,762
W02000162,1503
W02000163,916
W02000164,1473
W02000165,993
W02000166,1257
W02000167,1104
W02000418,2696
W02000168,1253
W02000169,1592
W02000170,1915
W02000171,2092
W02000172,1709
W02000173,1601
W02000174,1822
W02000175,1084
W02000176,1268
W02000177,1158
W02000178,682
W02000179,1664
W02000180,874
W02000181,721
W02000182,1056
W02000183,996
W02000184,1221
W02000185,1411
W02000186,694
W02000187,1444
W02000188,1138
W02000189,2329
W02000190,1433
W02000191,3270
W02000192,2497
W02000193,2164
W02000194,2311
W02000195,2340
W02000196,1882
W02000197,2300
W02000198,3160
W02000200,715
W02000201,741
W02000202,2406
W02000203,1031
W02000204,1842
W02000205,1070
W02000206,883
W02000207,1066
W02000208,1392
W02000209,412
W02000210,918
W02000211,894
W02000212,1214
W02000213,1508
W02000214,828
W02000215,1045
W02000216,1099
W02000217,1100
W02000417,1472
W02000218,542
W02000219,1064
W02000220,922
W02000221,762
W02000222,1058
W02000223,997
W02000224,819
W02000225,1075
W02000226,1864
W02000227,1062
W02000228,1529
W02000229,919
W02000230,1708
W02000231,1517
W02000232,1444
W02000233,1245
W02000234,2907
W02000235,2630
W02000236,1635
W02000237,1984
W02000238,2523
W02000239,2291
W02000240,2029
W02000241,3863
W02000242,2213
W02000243,923
W02000244,3137
W02000245,1318
W02000246,1318
W02000247,2081
W02000248,1399
W02000249,1459
W02000250,2160
W02000251,1829
W02000367,2427
W02000368,1977
W02000369,2671
W02000370,2101
W02000371,2307
W02000372,3102
W02000373,782
W02000374,2107
W02000375,1252
W02000376,2007
W02000377,1483
W02000378,2561
W02000379,667
W02000380,2580
W02000381,732
W02000382,474
W02000383,950
W02000384,2220
W02000385,2606
W02000386,2587
W02000387,1782
W02000388,945
W02000389,1544
W02000390,2100
W02000391,2391
W02000392,3440
W02000393,994
W02000394,2425
W02000395,2640
W02000396,2805
W02000397,1037
W02000398,2729
W02000399,3580
W02000400,3320
W02000401,2244
W02000402,2278
W02000403,1198
W02000404,1221
W02000405,406
W02000406,2461
W02000407,442
W02000408,1564
W02000409,716
W02000410,1537
W02000411,591
W02000412,1266
W02000422,3396
W02000423,2877
W02000252,1269
W02000253,1021
W02000254,1581
W02000255,1149
W02000256,1106
W02000257,887
W02000258,624
W02000259,402
W02000260,561
W02000261,1114
W02000262,777
W02000263,778
W02000264,545
W02000265,975
W02000266,1020
W02000267,733
W02000268,1203
W02000269,877
W02000270,1215
W02000271,541
W02000272,2042
W02000273,1559
W02000274,1224
W02000275,748
W02000276,1285
W02000277,1295
W02000278,2681
W02000279,1263
W02000280,1529
W02000281,2047
W02000282,3117
W02000284,1271
W02000285,1936
W02000286,831
W02000287,1324
W02000288,975
W02000289,1271
W02000415,885
W02000290,861
W02000291,648
W02000292,547
W02000293,659
W02000294,994
W02000295,1459
W02000296,865
W02000297,1162
W02000298,1203
W02000299,856
W02000300,1262
W02000301,1102
W02000302,2012
W02000303,1147
W02000304,752
W02000305,959
W02000306,809
W02000307,717
W02000308,1394
W02000309,985
W02000310,1225
W02000311,1286
W02000312,1237
W02000313,2702
W02000314,993
W02000315,765
W02000316,808
W02000317,1033
W02000318,1136
W02000319,1069
W02000320,1093
W02000321,1043
W02000322,749
W02000323,822
W02000324,987
W02000325,760
W02000326,1414
W02000327,1440
W02000328,1358
